id,name,token,country,is_ico,is_ieo,is_sto,ico_start,ico_end,price_usd,raised_usd,distributed_in_ico,sold_tokens,token_for_sale,whitelist,kyc,bonus,restricted_areas,min_investment,bounty,mvp,pre_ico_start,pre_ico_end,pre_ico_price_usd,platform,accepting,link_white_paper,linkedin_link,github_link,website,rating,teamsize,Coinmarketcap_identifier,ERC20,contract_address,Source
2526,WTX HUB,WTXH,UK,1,0,0,2019-01-07,2019-06-18,0.2,,0.8,,200000000,No,1,0,USA,20 WTXH,0,,2018-11-12,2019-01-06,,1,"ETH, BTC, Fiat",https://www.wtxhub.com/wp-content/uploads/2018/09/September-WTX-Hub-and-WTXH-Cryptocurrency-White-Paper.pdf,https://www.linkedin.com/company/wtx-hub/,https://www.github.com/wtxhub?tab=repositories,https://www.wtxhub.com/its?utm_source=icobench,3.4,14,,1,,ICObench
2527,WULET,WU,Estonia,1,0,0,2018-06-01,2019-06-30,0.57999999999999996,,0.7,,63700000,Yes,1,0,,1 ETH,1,,2018-10-01,2019-05-31,,1,"ETH, BTC, LTC",https://wulet.io/wu_onepager_en.pdf,https://www.linkedin.com/company/brickchain-investments-ltd,https://www.github.com/Wuletou?tab=repositories,https://wulet.io/?utm_source=icobench,3.4,10,,0,,ICObench
2528,Xtribe,XRBT,Switzerland,1,0,0,2018-09-10,2019-01-31,1.9699999999999999E-2,,0.6,,1200000000,Yes,1,0,"USA, China, Canada, Israel, Vietnam, South Korea",0.1 ETH,1,Available,2018-08-09,2018-09-09,,0,ETH,https://xtribe.io/wp-content/uploads/2018/08/XRBT-WP-8.7.pdf,https://www.linkedin.com/company/xtribeapp/,,https://xtribe.io/?utm_source=icobench,3.1,6,,1,,ICObench
2529,zeosX,ZEOS,Indonesia,1,0,0,2019-04-06,2019-07-31,3.1600000000000003E-2,,0.75,,,Yes,1,0,,0.15 ETH,1,Available,2019-01-31,2019-04-15,,0,"ETH, BTC, LTC",https://zeosx.io/assets/front/images/zeosX-Whitepaper.pdf,https://www.linkedin.com/company/zeosxlabs/,https://www.github.com/thezeosxlabs?tab=repositories,https://zeosx.io/?utm_source=icobench,3.4,19,,1,,ICObench
2530,ZPER,ZPR,Singapore,1,0,0,2018-04-27,2018-05-16,4.2900000000000001E-2,23211600,0.5,,2200000000,Yes,1,0,,,0,,2018-04-23,2018-04-26,,1,ETH,https://zper.io/paper/Whitepaper_Eng_V03.pdf,,,https://zper.io?utm_source=icobench,3.6,14,2972,1,0xb5b8f5616fe42d5ceca3e87f3fddbdd8f496d760,ICObench
2531,108 Token,108T,Cayman Islands,1,0,0,2018-06-01,2018-08-31,1,,0.97,,1.2E+12,Yes,1,0,,0.1 BTC,0,,,,,0,"BTC, ETH",https://108token.com/108%20White%20Paper.pdf,https://www.linkedin.com/company/ccecoin/,https://www.github.com/Zenprivex?tab=repositories,https://108token.com/?utm_source=icobench,3.4,7,,1,,ICObench
2532,1World,1WO,USA,1,0,0,2017-10-05,2017-11-06,1.2,5000000,,,,,0,0,,,0,,,,,0,"BTC, LTC, DASH, ETC, ETH, XMR, ZEC, Fiat",https://ico.1worldonline.com/1WO_white_paper.pdf,https://www.linkedin.com/company/1world-online/,,https://ico.1worldonline.com/?utm_source=icobench,3.3,52,2601,1,0xfdbc1adc26f0f8f8606a5d63b7d3a3cd21c22b23,ICObench
2533,2TF,2TF,Cayman Islands,1,0,0,2018-10-08,2018-11-13,7.7899999999999997E-2,,0.6,,180000000,Yes,1,0,USA,,0,Available,2018-09-08,2018-09-17,,1,ETH,https://2tf.network/documents/whitepaper.pdf,,,https://2tf.network/?utm_source=icobench,3.3,8,,1,,ICObench
2534,300cubits TEU,TEU,Hong Kong,1,0,0,2018-04-12,2018-05-12,1.6919999999999999,1453740,0.18,15884,2000000,Yes,1,0,"USA, China",0.1 ETH,1,,,,,1,"ETH, BTC",https://300cubits.tech/pdf/whitepaper_2.0.pdf,https://www.linkedin.com/company/300cubits/,https://www.github.com/300cubits?tab=repositories,https://300cubits.tech?utm_source=icobench,3.7,6,,1,,ICObench
2535,3DChain,3xD,USA,1,0,0,2019-01-01,2019-05-30,4.7899999999999998E-2,,0.6,,60000000,Yes,0,0,,0.1 ETH,1,Available,2018-09-01,2018-12-30,4.6619817000000001E-2,0,ETH,http://www.3dchain.io/doc/3Dchain_whitepaper.pdf,https://www.linkedin.com/company/3dchain-ai/,https://www.github.com/3dchain?tab=repositories,http://www.3dchain.io?utm_source=icobench,3,3,,1,,ICObench
2536,AdEx,ADX,Russia,1,0,0,2017-06-30,2017-06-30,0.2399,10000000,,46800000,46800000,,0,0,,,0,,,,,0,,https://www.adex.network/adex/AdEx-Whitepaper-v1.4.pdf,https://www.linkedin.com/company/adex-network/,https://www.github.com/AdExBlockchain?tab=repositories,https://tokens.adex.network/?utm_source=icobench,3.3,14,1768,1,0xade00c28244d5ce17d72e40330b1c318cd12b7c3,ICObench
2537,Aidus,AID Token,Hong Kong,1,0,0,2018-10-01,2019-01-12,0.06,3000000,133,,3E+12,No,1,0,,100 USD,0,,2018-12-14,2019-01-16,0.06,1,ETH,https://d2ao5bnwtor39o.cloudfront.net/pdf/White_Paper_PDF/AIDUS_White_Paper_eng.pdf,,,https://aidus.io?utm_source=icobench,3.3,27,3785,1,,ICObench
2538,Airswap,AST,Hong Kong,1,0,0,2017-10-10,2017-10-11,0.3,36000000,,,,,0,0,,,0,,2017-08-25,2017-09-08,,0,ETH,,https://www.linkedin.com/company/airswap/,,,3.2,15,2058,1,,ICObench
2539,Akilos,ALS,UK,1,0,0,2018-12-31,2019-03-02,0.71779999999999999,814287,0.67,,10000000,No,0,0,,,0,,,,,0,ETH,https://drive.google.com/open?id=1mpTA767gRCj-3qGvgh472FNjBW-l1Xpo,,,,3.3,9,,1,,ICObench
2540,AllSporter,ALL,UK,1,0,0,2018-10-09,2018-12-07,0.23,,0.55,,,No,1,0,USA,0.2 ETH,0,Available,2018-09-19,2018-10-08,,0,,https://allsportercoin.io/files/WHITEPAPER_VER.1.01.pdf,https://www.linkedin.com/company/cubiex-com/,,,3.3,22,,1,,ICObench
2541,Alprockz,APZ,Switzerland,1,0,0,2019-02-01,2019-06-30,0.60370000000000001,1315405,0.6,,26250000,Yes,1,0,"USA, China, North Korea, Iran, Somali, Myanmar",1 ETH,0,Available,2018-11-01,2019-01-31,0.60331825037707398,0,"BTC, ETH, Fiat",https://s3.eu-central-1.amazonaws.com/alprockz-docs/RockzWhitePaperEnglish_v7.pdf,,,,3.7,19,,1,0x4f549dd0400c0770bb1e3bc8bacda3af2f7ec288,ICObench
2542,AMCHART,AMC,USA,1,0,0,2018-04-01,2018-04-30,1,,0.95,,115000000,Yes,1,0,,100 USD,0,,2017-11-15,2018-03-15,0.75,0,"ETH, BTC, NEO, LTC",https://amchart.io/white-paper/,,,,3.6,2,,1,,ICObench
2543,Ammbr,AMMBR,Singapore,1,0,0,2019-01-08,2019-03-22,3.8300000000000001E-2,,,,,,0,0,,,0,,,,,0,ETH,http://ammbr.com/docs/20171121/Ammbr_Whitepaper_v2.3_21Nov2017.pdf,https://www.linkedin.com/company/ammbr/,,,3.3,30,,1,,ICObench
2544,AMMUT NETWORK,XAMM,UK,1,0,0,2019-03-01,2019-06-01,9.5699999999999993E-2,,0.6,,180000000,No,0,0,USA,,0,,,,,0,ETH,https://ammut.network/files/ammut.pdf,https://www.linkedin.com/company/ammut-network/,,,3.1,6,,1,,ICObench
2545,APO Finance,APO,USA,1,0,0,2018-04-25,2018-05-23,4.1000000000000003E-3,,0.4,,210000000,No,0,0,,0.1 ETH,1,,,,,0,ETH,https://apofinance.io/files/whitepaper.pdf,,,,3.3,5,,1,,ICObench
2546,Argyle,RGL,Marshall Islands,1,0,0,2018-08-27,2018-12-18,10,,0.6,,100000000,Yes,1,0,"USA, Japan, South Korea, North Korea",,0,Available,,,,0,"ETH, BTC, BCH, LTC",https://www.argylecoin.io/wp-content/uploads/2018/08/Argyle-Whitepaper-Release-08252018.pdf,,,,2.7,8,,1,,ICObench
2547,Atisios,ATIS,France,1,0,0,2018-12-01,2019-02-28,9.4999999999999998E-3,,0.69,,1380000000,No,0,0,,0.1 ETH,1,,2018-11-01,2018-11-30,5.9661598199999997E-3,1,ETH,https://atisios.io/wp-content/uploads/2018/10/white-book-EN.pdf,,https://www.github.com/TokeNonetisios?tab=repositories,http://atisios.io/en/atisios-crypto-currency-for-all/?utm_source=icobench,3.3,3,,1,,ICObench
2548,Augur,REP,USA,1,0,0,2015-08-17,2015-10-01,0.6,5000000,,8800000,11000000,,0,0,,,0,,,,,1,"ETH, BTC",https://bravenewcoin.com/assets/Whitepapers/Augur-A-Decentralized-Open-Source-Platform-for-Prediction-Markets.pdf,https://www.linkedin.com/company/augur-net/?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base%3BIJHMIGyhQZaPhjSfz1PfTA%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_profile_view_base-background_details_company,https://www.github.com/AugurProject?tab=repositories,https://augur.net/?utm_source=icobench,3.7,,1104,1,,ICObench
2549,B2BX,B2B,Russia,1,0,0,2017-10-02,2017-11-17,0.74309999999999998,8094402,0.8,,40000000,,0,0,,,0,,2017-09-13,2017-09-29,,1,"BTC, BCC, ETH, LTC, DASH, XMR",https://www.b2bx.pro/docs/b2bx_white_paper-en.pdf,,,https://www.b2bx.pro/?utm_source=icobench,4.1,6,2204,1,,ICObench
2550,Baanx.com,BAANX,UK,1,0,0,2018-09-01,2018-10-31,125,7500000,0.56,,700000000,Yes,1,0,"USA, China",100 USD,0,,2018-06-13,2018-07-31,7.9999998200000005E-2,1,"ETH, BTC, BCH, Fiat",https://baanx.com/sites/all/themes/baanx_new/assets/Baanx_white_paper_v0044.pdf,https://www.linkedin.com/company/eladnetwork/,,https://baanx.com?utm_source=icobench,3.7,15,,1,,ICObench
2551,Bankera,BNK,Lithuania,1,0,0,2017-11-27,2018-02-27,0.02,150949194,,2500000000,,,0,0,,,1,,2017-08-28,2017-09-19,,0,"ETH, XEM",https://bankera.com/Bankera_whitepaper.pdf,https://www.linkedin.com/company/bankera/,,http://bankera.com/?utm_source=icobench,3.3,7,2842,0,0xc80c5e40220172b36adee2c951f26f2a577810c5,ICObench
2552,BCDiploma,BCDT,France,1,0,0,2018-01-18,2018-02-16,0.11600000000000001,1670922,,,100000000,,0,0,,,0,,2017-12-21,2018-01-18,0.1026328735,1,ETH,https://www.bcdiploma.com/img/BCDiploma_WhitePaper_v1.0.pdf,https://www.linkedin.com/company/blockchaincertifieddata/,https://www.github.com/VinceBCD?tab=repositories,https://www.bcdiploma.com/?utm_source=icobench,3.7,12,,1,,ICObench
2553,Bidao,Bidao Token / BID,Germany,1,0,0,2019-09-06,2020-11-30,0.01,,0.75,,1950000000,No,0,0,"USA, China",,0,,,,,1,"BTC, ETH, LTC, BCH, XMR, USD",https://www.bidaochain.com/static/docs/whitepaperBidao.pdf,https://www.linkedin.com/company/ethtravel.org/,https://www.github.com/Bidao-Team?tab=repositories,https://www.bidaochain.com/?utm_source=icobench,3.3,4,7200,0,,ICObench
2554,BitcoinBlink,Blink Stock Token/BSTK,Estonia,1,0,0,2019-12-16,2020-06-16,0.02,,0.6,,600000000,No,1,0,People or companies that can't pass our KYC and that are on these following watchlists: Mexico PEP Lists CIA World Leaders EU Members of Parliament  CoE Parliamentary Assembly U.S. Bureau of Industry and Security - Denied Persons List Australian Government Dept. of Foreign Trade & Affairs Sanctions Lists INTERPOL Red Notices UN Consolidated Sanctions Swiss SECO Sanctions/Embargoes OFAC Consolidated List US Denied Persons List GB Consolidated List of Targets EEAS Consolidated List,,1,Available,,,,1,"ETH, BTC, XRP, LTC, BCHABC",https://bitcoinblink.com/landing/whitepaper/EN.pdf,https://www.linkedin.com/company/bitcoinblink/,,https://bitcoinblink.com?utm_source=icobench,3.3,,,1,,ICObench
2555,BitEsprit,BEC,UK,1,0,0,2018-07-01,2018-08-01,0.15,,0.7,,70000000,No,1,0,USA,50 USD,1,,2018-06-01,2018-06-20,0.15,1,"BTC, ETH",https://cdn.bitesprit.com/documents/whitepaper.pdf,https://www.linkedin.com/company/billsoft01/,https://www.github.com/bitespritltd?tab=repositories,https://bitesprit.com?utm_source=icobench,3,15,,1,,ICObench
2556,BitImage,BIM,Seychelles,1,0,0,2018-06-07,2018-07-19,3.5999999999999999E-3,,0.62,,6200000000,No,0,0,,0.1 ETH,1,Available,2018-04-26,2018-05-24,,1,ETH,https://bitimage.io/bitimage_white_paper.pdf,https://www.linkedin.com/company/bitimage/,https://www.github.com/bitimage-io?tab=repositories,https://bitimage.io?utm_source=icobench,3.5,13,,1,,ICObench
2557,BITRACE,BRF,UK,1,0,0,2018-02-25,2018-04-15,0.1,1822144,356,,356264000,Yes,0,0,"USA, Singapore, Canada",,0,,2018-01-25,2018-02-25,,0,"BTC, BCH, ETH",https://www.bitrace-token.com/whitepaper,https://www.linkedin.com/company/ico-bitrace-investments-ltd/,https://www.github.com/bdswiss?tab=repositories,https://www.bitrace-token.com/?utm_source=icobench,3.6,13,,1,,ICObench
2558,Bitrus,BTRS,Malta,1,0,0,2019-05-29,2019-10-14,7.0000000000000007E-2,,354,,80000000,No,0,0,"USA, North Korea, China, Bolivia, South Korea",,0,Available,,,,0,ETH,https://bitrus.com/WhitePaperBitrusExchange_EN.pdf,https://www.linkedin.com/company/bitrusexchange/,,https://bitrus.com/?utm_source=icobench,3.3,13,,1,,ICObench
2559,Bitto Exchange,BITTO,UK,1,0,0,2018-01-16,2018-08-15,1,4500000,0.5381,,12000000,Yes,0,0,USA,0.000000000000000001 ETH,0,,2017-12-22,2018-01-04,0.5,1,"ETH, BTC, LTC, BCH",https://bitto.tech/pdf/WP_Bitto_2.0.pdf,https://www.linkedin.com/company/bitto-exchange/,https://www.github.com/dev-l33?tab=repositories,https://www.bitto.tech/?utm_source=icobench,3.6,9,4534,1,,ICObench
2560,Blockkonnect,XBT Token,UK,1,0,0,2018-08-20,2018-10-17,1.4999999999999999E-2,,0.68,,108324000,No,0,0,,30 USD,0,,,,,1,"BTC, ETH, LTC, BCH, XRP",https://www.blockkonnect.com/docs/whitepaper.pdf,https://www.linkedin.com/company/blockkonnect/,https://www.github.com/Blockkonnect?tab=repositories,https://www.blockkonnect.com/?utm_source=icobench,3.3,5,,1,,ICObench
2561,Börser,BOR,Costa Rica,1,0,0,2019-01-01,2019-03-31,1,,0.6,,60000000,No,0,0,,,0,,2018-07-01,2018-12-31,,1,,,https://www.linkedin.com/company/b%C3%B6rser/,https://www.github.com/BORSER-cr?tab=repositories,https://borser.cr/?utm_source=icobench,2.7,7,,1,,ICObench
2562,BRIKCOIN,BRIKCOIN (BRIK),UK,1,0,0,2019-06-01,2020-02-29,1.26097E-2,,0.5,,500000000,Yes,1,0,"USA, China",50 GBR,0,,2019-03-01,2019-05-31,9.2854229999999992E-3,0,ETH,https://drive.google.com/file/d/1Rjq77iRTCgRr6bayjWRegkJLeziisF8h/view,https://www.linkedin.com/company/brikcoin/,,https://www.brikcoin.net?utm_source=icobench,4.1,6,,1,,ICObench
2563,Cardstack,CARD,Switzerland,1,0,0,2018-05-31,2018-06-30,1.7000000000000001E-2,35000000,,,2400000000,Yes,1,0,,,0,,,,,1,ETH,https://cardstack.com/whitepaper.pdf,https://www.linkedin.com/company/cardstack-foundation/,https://www.github.com/cardstack?tab=repositories,https://cardstack.com/?utm_source=icobench,3.6,10,2891,1,0x954b890704693af242613edef1b603825afcd708,ICObench
2564,CargoX,CXO,Slovenia,1,0,0,2018-01-23,2018-03-04,8.4400000000000003E-2,6766164,0.4,,,,0,0,,,0,,2017-12-20,2018-01-10,,0,,https://cargox.io/CargoX-Whitepaper.pdf,https://www.linkedin.com/company/cargox-io,,https://cargox.io/?utm_source=icobench,3.7,19,2490,1,0xb6ee9668771a79be7967ee29a63d4184f8097143,ICObench
2565,Carna Life,CLC,UK,1,0,0,2019-02-15,2019-04-14,0.03,,0.48,,4800000000,No,1,0,"USA, China",,0,Available,2019-01-14,2019-02-14,0.02,0,"ETH, BTC",https://carnalife.io/documents/CarnaLife%20Whitepaper%20v1.6.pdf,https://www.linkedin.com/company/grain-io,,https://carnalife.io/en?utm_source=icobench,3.3,6,,1,,ICObench
2566,CBNT,CBNT,Singapore,1,0,0,2018-11-01,2018-11-30,,2000000,0.6,,6000000000,No,0,0,,,1,Available,,,,1,ETH,https://www.cbnt.io/whiteBook1.pdf,https://www.linkedin.com/company/cbntofficial/,https://www.github.com/CreateBreakingNewsTogether?tab=repositories,https://www.cbnt.io/index-en.html?utm_source=icobench,3.3,13,,1,,ICObench
2567,Clinicoin,CLIN,USA,1,0,0,2018-02-21,2018-06-01,0.03,13624000,524,,3000000000,No,1,0,,,0,,,,,0,"BTC, ETH, LTC, XRP, Fiat",https://www.mosio.com/noidx/Clinicoin_Whitepaper_2018.pdf,https://www.linkedin.com/showcase/clinicoin/,https://www.github.com/clinicoin?tab=repositories,https://clinicoin.io/?utm_source=icobench,3.3,22,,1,,ICObench
2568,Codex,CODX,USA,1,0,0,2018-07-24,2018-08-12,5.5E-2,12000000,0.4,,400000,Yes,1,0,Not open to US investors,,0,Available,2018-06-01,2018-07-24,,1,"ETH, BTC",https://docsend.com/view/iq4amj7,https://www.linkedin.com/company/18554010/,https://www.github.com/codex-protocol?tab=repositories,https://codexprotocol.com?utm_source=icobench,3.9,16,4801,1,,ICObench
2569,Coinstantine,CSN,Netherlands,1,0,0,2019-10-01,2019-11-30,0.25,,0.9,,100000000,No,0,0,,,1,Available,2019-07-01,2019-08-15,0.14354441692307701,1,"ETH, BNB",https://white-paper.coinstantine.io/,https://www.linkedin.com/company/hexancoin/,https://www.github.com/coinstantine?tab=repositories,https://www.coinstantine.io/?utm_source=icobench,3.6,9,,1,,ICObench
2570,Corion Platform,COR,Switzerland,1,0,0,2017-07-18,2017-08-27,0.75,3123000,0.51,,,,0,0,,0.02 COR,0,,,,,1,,,https://www.linkedin.com/company/corionplatform/,https://www.github.com/CORIONplatform?tab=repositories,https://www.corion.io/buy?utm_source=icobench,3.3,13,,0,,ICObench
2571,Crowdholding,YUP,UK,1,0,0,2017-11-01,2018-01-11,1.18,2000000,,,284000000,,0,0,,,0,,2017-08-15,2017-09-17,,1,ETH,https://ico.crowdholding.com/docs/crowdholding_whitepaper.pdf,https://www.linkedin.com/company/crowdholding/,,https://crowdholding.com/?utm_source=icobench,3.3,15,2910,1,,ICObench
2572,CRYPTO TRON EXCHANGE AND SHOP,CTE,Thailand,1,0,0,2020-05-24,2020-07-24,10,,0.8,,5600000,No,1,0,,500 USD,0,,2020-03-10,2020-05-24,7,1,"USD, EUR, THB, BTC, TRX, ETH",,https://www.linkedin.com/company/crypto-tron/,,https://crypto-tron.com/?utm_source=icobench,3.3,10,,0,,ICObench
2573,Cryptocoin Insurance,CCIN,Russia,1,0,0,2018-11-01,2018-12-27,0.13159999999999999,2000000,0.75,,75000000,No,0,0,,,1,,,,,0,"BTC, ETH",https://ccin.io/doc/Whitepapereng.pdf,https://www.linkedin.com/company/cryptocoin-insurance/,https://www.github.com/cryptocoininsurance?tab=repositories,https://ccins.ru/?utm_source=icobench,3.3,12,,1,,ICObench
2574,CryptoRobotics,ROBO,Gibraltar,1,0,0,2018-05-20,2018-06-20,7.9799999999999996E-2,2144492,0.4,,57600000,Yes,1,0,USA,0.1 ETH,1,Available,2018-03-16,2018-04-18,,0,ETH,https://cryptorobotics.io/img/WP_ENG.pdf,https://www.linkedin.com/company/cryptorobotics/,https://www.github.com/RitaCrypto?tab=repositories,https://cryptorobotics.io/?utm_source=icobench,3.3,11,,1,0xe990f83d0a309fe847c018430cc79bc3b3c6d616,ICObench
2575,Cryptyk,CTK Token,USA,1,0,0,2018-11-28,2019-02-08,125,,0.33,,250000000,No,1,0,"USA, Brazil, China, Canada",100 USD,1,,2018-02-08,2018-11-23,0.1,1,"ETH, BTC, USD",https://www.cryptyk.com/wp-content/uploads/2018/01/CRYPTYK-Technology-White-Paper.pdf,https://www.linkedin.com/company/cryptyk/,,https://www.cryptyk.com/?utm_source=icobench,3.6,20,,1,,ICObench
2576,DAV,DAV,Switzerland,1,0,0,2018-06-11,2018-06-25,4.5999999999999999E-2,18559653,0.4,,1771428571,Yes,1,0,"USA, China",0.2 ETH,0,,,,,1,ETH,https://dav.network/whitepaper.pdf,https://www.linkedin.com/company/dav-foundation/,https://www.github.com/davfoundation?tab=repositories,https://dav.network/?utm_source=icobench,3.2,27,3220,1,0xd82df0abd3f51425eb15ef7580fda55727875f14,ICObench
2578,DIC Resort Private Token Offering,DIC,United Arab Emirates,1,0,0,2019-07-18,2019-12-31,,243000,,,29500000,No,1,0,Prohibited Countries,,0,,2019-04-17,2019-07-18,,0,ETH,https://www.dicresortoken.io/theme-assets/pdf/whitepaper.pdf,,,https://www.dicresortoken.io/?utm_source=icobench,3.3,4,,1,,ICObench
2579,Dizcovery Network,DIZ,Norway,1,0,0,2018-08-08,2018-09-30,0.35,,0.6,,600000000,Yes,0,0,,,0,Available,2018-06-08,2018-06-30,0.16,1,ETH,https://dizcovery.network/assets/ico/Dizcovery_whitepaper_V1.25.pdf,https://www.linkedin.com/company/dizcovery/,https://www.github.com/Dizcovery-Network?tab=repositories,https://dizcovery.network?utm_source=icobench,2.4,6,,1,,ICObench
2580,DomusCoins,DOC,UK,1,0,0,2018-01-31,2018-04-30,1,1000000,0.01,,10000000,No,1,0,,,0,,,,,0,ETH,https://www.domuscoins.com/docs/DomusCoins_whitepaper_t&c.pdf,https://www.linkedin.com/company/domuscoins/,,https://www.domuscoins.com/?utm_source=icobench,3.3,4,,1,,ICObench
2581,echarge.work,ECHG,Switzerland,1,0,0,2018-04-15,2018-11-30,0.14000000000000001,40000000,0.5,,1000000000,No,1,0,,100 ECHG,1,,2018-01-08,2018-04-14,,0,"ETH, BTC, Fiat",http://www.echarge.io/docs/whitepaper-of-echarge-V2.pdf?v=2.0,https://www.linkedin.com/company/echarge-work/,,http://echarge.io?utm_source=icobench,3.3,24,,1,,ICObench
2582,eCoinomic,CNC,Estonia,1,0,0,2018-05-01,2018-08-24,0.05,47000000,0.74,,1550000000,Yes,1,0,"USA, China, Singapore",,1,,2018-04-03,2018-04-21,0.05,1,"ETH, BTC, XRP, BCH, LTC, NEO, XMR, ZEC",https://ecoinomic.net/docs/technical_paper,https://www.linkedin.com/company/ecoinomic/,,https://ecoinomic.net/?utm_source=icobench,4,18,,1,,ICObench
2583,ECONEUARK,ECOEC,Russia,1,0,0,2019-04-01,2019-06-30,21.274548299999999,,0.64,,5500000,No,0,0,no,,0,,2019-03-01,2019-03-31,10.613557425,1,ETH,https://ecoearthcoin.com/wp-content/uploads/2019/06/whitepaper2019.pdf,https://www.linkedin.com/company/1ecoposelok/,https://www.github.com/EcoEarthCoin?tab=repositories,https://ecoearthcoin.com/?utm_source=icobench,3.3,4,,1,,ICObench
2584,Empleos.io,PLEO,Georgia,1,0,0,2018-11-25,2018-12-15,0.5,,0.5,,70000000,Yes,1,0,USA,,1,Available,2018-09-15,2018-10-05,375,1,"BTC, ETH, XEM",https://empleos.io/Empleos_WhitePaper.pdf,https://www.linkedin.com/company/empleos-io/,https://www.github.com/empleos?tab=repositories,http://empleos.io/?utm_source=icobench,3.3,10,,0,,ICObench
2585,EtherSport,ESC,UK,1,0,0,2018-03-26,2018-06-25,1,400000,0.55,,55000000,No,0,0,"USA, China, Iraq, Somalia, Korea, Syria",20 USD,0,,2017-11-13,2017-11-20,,0,ETH,https://ethersport.io/whitepaper.pdf,https://www.linkedin.com/company/ethersport/,https://www.github.com/ethersport-io?tab=repositories,https://ethersport.io/?utm_source=icobench,3.3,8,,1,,ICObench
2586,EventChain,EVC,Canada,1,0,0,2017-09-13,2017-10-14,1.4731000000000001,,0.65,,54600000,,0,0,,,0,,,,,0,ETH,https://eventchain.io/whitepaper.pdf,https://www.linkedin.com/company/eventchain-smarttickets/,https://www.github.com/eventchain?tab=repositories,https://eventchain.io/?utm_source=icobench,3.3,14,2237,1,0xb62d18dea74045e822352ce4b3ee77319dc5ff2f,ICObench
2587,FANTOM,FTM,Bahamas,1,0,0,2018-06-15,2018-06-16,0.04,39400000,0.4,,1420000000,Yes,1,0,"Afghanistan, Australia, Bosnia and Herzegovina, Central African Republic, China, Democratic People’s Republic of Korea (North Korea), Democratic Republic of the Congo, Eritrea, Ethiopia, Guinea-Bissau, Iran, Iraq, Japan, Korea, Lebanon, Libya, Myanmar, Somalia, South Sudan, Sri Lanka, Sudan, Syria, Tunisia, United States, Vanuatu, Yemen, Zimbabwe.",0.2 ETH,0,,,,0.03,1,ETH,https://www.fantom.foundation/data/FANTOM%20Whitepaper%20English%20v1.0.pdf,https://www.linkedin.com/company/leadwallet,https://www.github.com/Fantom-Foundation?tab=repositories,https://www.fantom.foundation/?utm_source=icobench,4,33,3513,1,0x4e15361fd6b4bb609fa63c81a2be19d873717870,ICObench
2588,FOAM,FOAM,USA,1,0,0,2018-07-31,2018-08-10,0.08,13750000,0.3,,300000000,No,1,0,,100 USD,0,,,,,1,ETH,https://foam.space/publicAssets/FOAM_Whitepaper.pdf,https://www.linkedin.com/company/foam-corp/,https://www.github.com/f-o-a-m?tab=repositories,https://foam.space/?utm_source=icobench,3.8,5,3631,1,0x4946fcea7c692606e8908002e55a582af44ac121,ICObench
2589,Foresting,PTON,Singapore,1,0,0,2018-09-10,2018-10-10,6.7999999999999996E-3,22734000,0.4,,9600000000,No,1,0,,1 ETH,1,Available,,,"1 ETH = 50,000 PTONs",0,ETH,https://forestingnetwork.com/whitepaper/FORESTING_Whitepaper_Eng_Ver.0.92.pdf?ver0.2,https://www.linkedin.com/company/foresting/,https://www.github.com/Foresting-Administrator?tab=repositories,https://foresting.io/?utm_source=icobench,3.5,53,,1,,ICObench
