id,name,token,country,is_ico,is_ieo,is_sto,ico_start,ico_end,price_usd,raised_usd,distributed_in_ico,sold_tokens,token_for_sale,whitelist,kyc,bonus,restricted_areas,min_investment,bounty,mvp,pre_ico_start,pre_ico_end,pre_ico_price_usd,platform,accepting,link_white_paper,linkedin_link,github_link,website,rating,teamsize,Coinmarketcap_identifier,ERC20,contract_address,Source
2459,KryptEd,KED Token,Turkey,1,0,0,2018-06-15,2018-07-15,7.1999999999999995E-2,,0.5,,150000000,No,1,0,USA,0.1 ETH,0,,2018-04-15,2018-05-15,53.170202600000003,1,"ETH, BTC",http://docdro.id/JP2gFOT,https://www.linkedin.com/company/krypted/,https://www.github.com/Krypted-Education?tab=repositories,http://www.krypted.org?utm_source=icobench,3.4,4,,1,,ICObench
2460,Kurecoin,KRC,Nigeria,1,0,0,2018-06-01,2018-06-30,0.65,2100567,0.5,,50000000,Yes,0,0,,,0,,,,,0,"BTC, ETH",https://kurecoinhub.io/Kurewhitepaper.pdf,,https://www.github.com/Kurecoin?tab=repositories,https://kurecoinhub.io?utm_source=icobench,3.4,,,1,,ICObench
2461,Laari Travel,LAAR,Singapore,1,0,0,2019-04-01,2019-05-31,1,498000,0.5,,21000000,No,0,0,,,0,,,,,0,"ETH, BTC",https://laaritravel.com/home/public_html/wp-content/uploads/2019/04/PitchDeck-v3.3.pdf,https://www.linkedin.com/company/laaritravel/,,https://laaritravel.com/?utm_source=icobench,3.2,10,,1,,ICObench
2462,LabStart,LAB,France,1,0,0,2018-05-24,2018-06-23,1.546,,0.8,,80,Yes,1,0,USA,0.1 ETH,0,,2018-03-25,2018-04-24,1.048573974,1,ETH,https://labstart.tech/ressources/uploads/2018/02/Whitepaper_V1.2.pdf,https://www.linkedin.com/company/labstart/,https://www.github.com/LabStart?tab=repositories,https://labstart.tech/?utm_source=icobench,3.6,13,,1,,ICObench
2463,LCCX - London Crypto Currency Exchange,LXT,UK,1,0,0,2018-03-12,2018-04-30,0.15,500000,0.6,,60000000,No,1,0,USA,,0,,,,,0,"BTC, ETH, LTC, BCH, GBP",,https://www.linkedin.com/company/lccx/,,https://www.lccx.io?utm_source=icobench,3,11,,1,,ICObench
2464,Lead Wallet,LEAD,Nigeria,1,0,0,2020-04-20,2020-05-19,0.04,,0.4,,400000000,No,0,0,,,1,,2020-09-04,2020-09-05,3.6799999999999999E-2,1,ETH,https://leadwallet.io/docs/whitepaper,https://www.linkedin.com/company/leadwallet,https://www.github.com/leadwallet?tab=repositories,https://leadwallet.io?utm_source=icobench,3.4,7,6940,1,,ICObench
2465,LEXIT,LXT,Estonia,1,0,0,2018-06-19,2018-09-30,0.19289999999999999,4000000,0.5,,160000000,Yes,1,0,"USA, China, Singapore",0.01 ETH,1,,,,,1,ETH,https://www.lexit.co/resources/whitepaper,https://www.linkedin.com/company/lexit-inc./,,https://www.lexit.co/?utm_source=icobench,3.4,24,,1,,ICObench
2466,LifeTask,TASK,Malta,1,0,0,2019-01-15,2019-11-11,0.01,3953123,0.6,,420000000,No,1,0,USA,,0,Available,2018-11-15,2019-01-15,,1,"<U+200B>BTC, ETH, Fiat",https://lifetask.io/lifetask-wp.pdf,,https://www.github.com/LifeTask?tab=repositories,https://lifetask.io/?utm_source=icobench,3.4,,,1,,ICObench
2467,Lightstreams,PHT,Estonia,1,0,0,2019-07-25,2019-07-30,0.15,4700000,0.55,,165000000,Yes,1,0,"USA, China",,0,Available,,,,1,ETH,https://s3.amazonaws.com/lightstreams/lightstreams_whitepaper.pdf,https://www.linkedin.com/company/lightstreams-io/,https://www.github.com/lightstreams-network?tab=repositories,https://lightstreams.network/?utm_source=icobench,3.9,9,4991,1,,ICObench
2468,LinkCoin,LKN,Canada,1,0,0,2018-03-14,2018-03-31,1.5900000000000001E-2,,,,500000000,No,1,0,,,0,,,,,0,"BTC, ETH",https://www.linkcoin.pro/static/LinkCoin_v1.3_EN_Milestone.pdf,https://www.linkedin.com/company/linkcoin-pro/,,https://www.linkcoin.pro/lct?utm_source=icobench,3.4,10,,1,,ICObench
2469,Medicalchain,MedToken,UK,1,0,0,2018-02-01,2018-02-01,0.2,24000000,,,200000000,Yes,1,0,USA,,0,,2017-09-15,2017-10-15,,0,"BTC, ETH",https://medicalchain.com/Medicalchain-Whitepaper-EN.pdf,https://www.linkedin.com/company/medicalchain-io/,,https://medicalchain.com/en/?utm_source=icobench,4.2,17,2497,1,,ICObench
2470,Medipedia,MEP,Singapore,1,0,0,2018-10-08,2018-12-09,0.01,,0.5,,1300000000,Yes,1,0,USA,0.2 ETH,0,Available,2018-08-20,2018-09-16,,0,"ETH, BTC, LTC",https://medipedia.io/storage/whitepaper_en.pdf,https://www.linkedin.com/company/medipedialimited/,https://www.github.com/medipedia?tab=repositories,https://medipedia.io/?utm_source=icobench,3.5,5,,1,,ICObench
2471,MILC,MILC,Germany,1,0,0,2018-09-01,2018-11-23,5.59,,0.52,,20800000,Yes,1,0,"USA, Canada, China, Vietnam, Iran",200 EUR,1,,2018-06-01,2018-07-31,,1,"BTC, ETH, Fiat",https://welt-der-wunder.s3.eu-central-1.amazonaws.com/ico/pdfs/ICO_WhitePaper_WdW_EN.pdf?cache=7,,,https://www.milc.global/?utm_source=icobench,3.4,15,,1,,ICObench
2472,Mobius Network,MOBI,USA,1,0,0,2017-11-22,2018-01-18,0.16,35000000,0.3,,266400000,,0,0,,,0,,2017-08-08,2017-08-08,,0,"BTC, ETH, XLM",https://mobius.network/mobius_white_paper.pdf,https://www.linkedin.com/in/jok%C5%ABbas-drazdas-b4309b13a/,https://www.github.com/jedmccaleb?tab=repositories,https://mobius.network/?utm_source=icobench,3.8,5,2429,0,,ICObench
2473,Naviaddress,NAVI,Cayman Islands,1,0,0,2018-03-01,2018-03-31,0.05,16900000,0.4,,400000000,,0,0,,,0,,2018-01-29,2018-02-28,,0,"ETH, BTC, Fiat",https://naviaddress.io/wp-content/uploads/2017/11/Naviaddress-Whitepaper-v1.0.pdf,https://www.linkedin.com/company/naviaddress/,,https://naviaddress.io/?utm_source=icobench,4,18,2825,1,,ICObench
2474,Negexc,NGX,Indonesia,1,0,0,2019-06-01,2019-08-31,1E-03,,0.47,,2E+12,No,0,0,"China, USA",0.05 ETH,1,,2019-05-16,2019-05-26,1.466707610555E-3,1,"ETH, BTC",https://www.negexc.com/files/WPNegexcENG.pdf,,https://www.github.com/negexc?tab=repositories,https://www.negexc.com/?utm_source=icobench,3.4,5,,1,,ICObench
2475,NOMAD.space,NSP,USA,1,0,0,2018-11-01,2019-02-28,0.1,,0.51,,112000000,No,0,0,"USA, China, Canada and South Korea.",,1,Available,2018-06-01,2018-09-30,0.04,0,ETH,https://nomad.space/wp-content/uploads/2018/05/White_Paper_en.pdf,https://in.linkedin.com/company/swachhcoin,https://www.github.com/nomad-space?tab=repositories,https://nomad.space/?utm_source=icobench,3.4,16,,0,,ICObench
2476,Oasis City,OSC,Singapore,1,0,0,2019-01-21,2019-03-20,5.7000000000000002E-3,,0.5,,3000000000,No,1,0,,,0,,2018-11-21,2019-01-20,6.8350501999999997E-3,1,ETH,https://drive.google.com/open?id=1Nt2h0r4DC60FbARXgk_etLOP04ihti4P,https://www.linkedin.com/company-beta/11040884/,,https://www.oasiscity.io/?utm_source=icobench,2.9,15,4203,1,,ICObench
2477,ODUWA,OWC,USA,1,0,0,2018-04-05,2018-05-05,0.9,,0.85,,,Yes,1,0,,0.15 ETH,0,,2018-01-04,2018-04-04,0.21,1,"ETH, BTC",https://oduwacoin.io/whitepaper.pdf,https://www.linkedin.com/company/oduwablockchain/,,https://oduwacoin.io?utm_source=icobench,3.4,7,3763,1,0x4b3fd993d62ea03614a597d1b658f74a3fbcfaa8,ICObench
2478,OnPlace,OPL,USA,1,0,0,2018-02-10,2018-03-15,0.122916302512146,,,,210000000,,0,0,,,0,,2018-02-01,2018-02-10,,0,ETH,https://onplace.io/whitepapper/wp-onplace-main.pdf,,https://www.github.com/OnPlace?tab=repositories,https://onplace.io/eng/main?utm_source=icobench,4.4,12,,1,,ICObench
2479,Origami Network,ORI,France,1,0,0,2018-02-23,2018-03-26,8.5999999999999993E-2,228197,0.7,,30000000,Yes,1,0,"USA, Canada, Singapore",0.1 ETH,0,,2018-02-13,2018-02-20,,1,ETH,https://ori.network/wp-content/uploads/2017/11/Origami-Network-Whitepaper-0.1-1.pdf,https://www.linkedin.com/company/the-sun-exchange,https://www.github.com/origamiMP?tab=repositories,http://ori.network/?utm_source=icobench,3.5,3,2681,1,0xd2fa8f92ea72abb35dbd6deca57173d22db2ba49,ICObench
2480,PARSIQ,PRQ,Estonia,1,0,0,2019-09-30,2019-10-30,2.7400000000000001E-2,1698910,0.5,,250000000,No,0,0,,,0,Available,2019-08-15,2019-09-30,2.5000000000000001E-2,0,ETH,https://www.parsiq.io/whitepaper.pdf,https://www.linkedin.com/company/parsiq/,,https://www.parsiq.io?utm_source=icobench,3.9,9,5410,1,0x362bc847A3a9637d3af6624EeC853618a43ed7D2,ICObench
2481,PayBlok,PBLK,UK,1,0,0,2018-08-27,2018-09-23,0.1,,0.6,,150000000,Yes,1,0,USA,,1,Available,2018-05-15,2018-07-15,,0,ETH,https://payblok.instasupply.com/documents.html,https://www.linkedin.com/company/instasupply/,https://www.github.com/https:?tab=repositories,https://payblok.instasupply.com/?utm_source=icobench,3.4,12,,1,,ICObench
2482,PAYSURA,IPC,Germany,1,0,0,2018-03-03,2018-04-02,6.3200000000000006E-2,,0.6,,264000000,Yes,0,0,,"0.2 ETH, 1 LTC, 0.05 BTC",0,,,,,1,"ETH, LTC, BTC",https://paysura.com/whitepaper/,,https://www.github.com/PAYSURA?tab=repositories,https://paysura.com/?utm_source=icobench,3.4,11,,1,,ICObench
2483,Play2Live,LUC,Malta,1,0,0,2018-02-21,2018-03-14,0.05,30000000,625,,1308800000,,0,0,,0.1 ETH,0,,2017-12-05,2017-12-19,0.05,1,"BTC, ETH, BCH, LTC, DASH, Fiat",https://play2live.io/storage/b/2/0/2/Whitepaper_Play2Live.pdf,https://www.linkedin.com/company/play2liveofficial/,,https://play2live.io/en/?utm_source=icobench,4.1,15,,1,,ICObench
2484,Power Ledger,POWR,Australia,1,0,0,2017-09-08,2017-10-06,8.7999999999999995E-2,13232290,0.35,,350000000,,0,0,,,0,,,,,0,ETH,https://tge.powerledger.io/media/Power-Ledger-Whitepaper-v3.pdf,https://www.linkedin.com/company/transmute-coin,,https://tge.powerledger.io/?utm_source=icobench,3.3,1,2132,1,0x595832f8fc6bf59c85c527fec3740a1b7a361269,ICObench
2485,Presale Ventures,ENT Token,Israel,1,0,0,2018-11-15,2019-01-15,0.29880000000000001,,0.6,,24000000,No,0,0,"USA, China, Singapore, Israel",0.1 ETH,1,Available,2018-05-05,2018-09-03,0.31786703626373602,1,ETH,https://imo.presale.ventures/white_paper,https://www.linkedin.com/company/presaleventures/,https://www.github.com/presaleventures?tab=repositories,https://presale.ventures?utm_source=icobench,2.7,10,,1,,ICObench
2486,Primas,PST,Singapore,1,0,0,2017-08-11,2017-08-25,0.37580000000000002,12663260,0.29,,100000000,,0,0,,,0,,,,,1,ETH,https://primas.io/pdf/primas-1.4.1-en.pdf,https://www.linkedin.com/company/primasio/,https://www.github.com/primasio?tab=repositories,https://primas.io/?utm_source=icobench,3.4,1,1930,1,0x5d4abc77b8405ad177d8ac6682d584ecbfd46cec,ICObench
2487,QLC Chain,QLC,Singapore,1,0,0,2017-12-27,2018-01-27,0.34970000000000001,19000000,0.4,,240000000,No,1,0,,0.5 ETH,0,,,,1 ETH = 4000 QLC,0,"ETH, NEO",https://qlink.mobi/qlink2/res/WhitePaper.pdf,https://www.linkedin.com/company/qlcchain/,https://www.github.com/qlcchain?tab=repositories,https://qlcchain.org?utm_source=icobench,3.3,7,2321,1,0d821bd7b6d53f5c2b40e217c6defc8bbe896cf5,ICObench
2488,Quadrant,eQUAD,Singapore,1,0,0,2018-07-26,2018-07-26,0.05,16000000,0.4,,400000000,Yes,1,0,,,0,,,,,0,ETH,https://s3-ap-southeast-1.amazonaws.com/quadrant-home-secure/assets/images/Quadrant_Protocol_Whitepaper_V1.0.pdf,https://www.linkedin.com/company/quadrantio/,,https://www.quadrantprotocol.com/?utm_source=icobench,4,6,3625,1,0xc28e931814725bbeb9e670676fabbcb694fe7df2,ICObench
2489,Records Keeper,XRK,Gibraltar,1,0,0,2018-10-01,2018-11-30,4.6199999999999998E-2,,,,,Yes,1,0,,10 ETH,1,,2018-09-24,2018-09-30,,1,"ETH, BTC",https://www.recordskeeper.co/whitepaper/,https://www.linkedin.com/company/unitalentio/,https://www.github.com/RecordsKeeper?tab=repositories,https://www.recordskeeper.co/?utm_source=icobench,3.4,5,,0,,ICObench
2490,Renaissance Engineering,RETOKEN,Turkey,1,0,0,2018-10-01,2018-11-15,8.6E-3,,0.35,,62500000,Yes,1,0,,,0,,,,0.08,0,"WAVES, BTC, ETH, LTC, XMR, USD, EUR",http://renaissancetoken.io/wp-content/uploads/2018/08/Renaissance-Engineering-Token-Whitepaper.pdf,,,http://renaissancetoken.io?utm_source=icobench,3.4,3,,0,,ICObench
2491,Restart Energy,MWAT,Romania,1,0,0,2018-01-15,2018-01-23,0.1,30000000,0.8,,400000000,Yes,1,0,"USA, China",,0,,,,,0,"BTC, ETH, BCH, XRP, LTC",https://restartenergy.io/Restart_Energy_Whitepaper.pdf,https://www.linkedin.com/company/restart-energy-one/,https://www.github.com/TransylvaniaHighTech?tab=repositories,https://restartenergy.io/?utm_source=icobench,3.6,22,2533,1,0x6425c6be902d692ae2db752b3c268afadb099d3b,ICObench
2492,ROOMDAO,RDC,Georgia,1,0,0,2018-08-05,2018-09-12,0.12540000000000001,1175375,0.66,,39600000,Yes,1,0,"USA, China.",0.2 ETH,1,Available,2018-04-20,2018-05-20,,1,"ETH, BTC, LTC, BCH",https://roomdao.io/wp-content/uploads/2018/05/Roomdao_WhitePaper_eng.pdf,https://www.linkedin.com/company/18278988/,https://www.github.com/a00a00?tab=repositories,https://www.roomdao.io?utm_source=icobench,3.6,14,,1,,ICObench
2493,Rouge,RGE,Estonia,1,0,0,2018-06-04,2018-07-08,7.5999999999999998E-2,,0.5,,500000000,No,1,0,"USA, China",0.001 ETH,0,,2018-05-21,2018-06-03,,0,ETH,https://rouge.network/whitepaper-rge.pdf,https://www.linkedin.com/company/rougetoken/,https://www.github.com/TheRougeProject?tab=repositories,https://rouge.network/?utm_source=icobench,3.4,8,,1,,ICObench
2494,Safe.ad,SAFE,Andorra,1,0,0,2018-06-15,2018-06-30,1,,0.72,,10000000,No,1,0,USA,,1,Available,2018-05-01,2018-06-14,,1,ETH,https://safe.ad/docs/wp_en.pdf,https://linkedin.com/company/vestarin,https://www.github.com/safead?tab=repositories,https://safe.ad/?utm_source=icobench,3.4,7,,1,,ICObench
2495,Savage,SAVG,USA,1,0,0,2018-03-26,2018-04-08,1E-03,,0.75,,30000000000,No,1,0,,0.1 ETH,0,,,,,1,"BTC, ETH, Fiat",https://docs.wixstatic.com/ugd/58a1ab_1a95dff63192496c8b7503f781e28e6c.pdf,,https://www.github.com/savagetoken?tab=repositories,https://www.savagetoken.com/?utm_source=icobench,3.2,5,,1,,ICObench
2496,ScriptDrop,AHC,USA,1,0,0,2017-11-01,2017-11-14,7.0000000000000007E-2,,0.41,,410000000,,0,0,,,0,,,,,0,"BTC, ETH",https://www.scriptdrop.io/assets/scriptdrop-white-paper.pdf,https://www.linkedin.com/company/scriptdrop/,,https://www.scriptdrop.io/?utm_source=icobench,3.4,3,,1,,ICObench
2498,Seratio,SER,UK,1,0,0,2017-10-01,2017-10-31,0.26329999999999998,2237880,,,25000000,,0,0,,,0,,2017-09-15,2017-09-27,,0,"ETH, BTC, LTC ETC, Fiat",https://www.seratio-coins.world/Assets/other/Seratio%20Token%202017-30%20Whitepaper%206%200%20(29%20October%202017)%20v%206-21.pdf,https://www.linkedin.com/company/seratio/,https://www.github.com/seratio?tab=repositories,https://www.seratio-coins.world/?utm_source=icobench,3.4,13,,1,,ICObench
2499,Shard,SHARD,UK,1,0,0,2018-03-26,2018-04-23,0.61129999999999995,132080,0.8,,20000000,No,0,0,,0.2 ETH,1,,2018-03-17,2018-03-24,0.26533391616000002,0,"BTC, ETH, LTC, XRP",https://shardcoin.io/shard_whitepaper_Original.pdf,https://www.linkedin.com/company/shard-coin/,https://www.github.com/ShardcoinRepo?tab=repositories,https://shardcoin.io/?utm_source=icobench,3.4,2,3335,0,0xbebdab6da046bc49ffbb61fbd7b33157eb270d05,ICObench
2500,Sheng World,Sheng,Singapore,1,0,0,2020-02-26,2020-04-01,0.1,,0.14,,500000000,No,1,0,"Algeria, Bangladesh, Bolivia, Cuba, Ecuador, Iran, Islamic Republic of Iraq North Macedonia, Republic of Morocco, Nepal, North Korea, Pakistan, Seychelles, Sri Lanka, Venezuela, Cambodia,",,0,,2020-02-26,2020-04-01,,1,ETH,https://sheng.global/storage/app/media/Downloads/SHENG%20Whitepaper.pdf,https://www.linkedin.com/company/sheng-global/,https://www.github.com/sheng-global?tab=repositories,https://sheng.asia?utm_source=icobench,3.4,9,6256,1,,ICObench
2501,SOAR,SKYM,Singapore,1,0,0,2018-11-19,2018-12-19,0.2,217013,372,,130000000,Yes,1,0,"USA, China",,1,Available,2018-06-01,2018-10-31,0.15,1,ETH,https://soar.earth/soar_whitepaper_english.pdf,https://www.linkedin.com/company/soar-earth/,https://www.github.com/SoarEarth?tab=repositories,https://soar.earth/?utm_source=icobench,4,17,,1,,ICObench
2502,Sp8de,,Russia,1,0,0,2018-01-08,2018-03-11,6.8999999999999999E-3,6316424,,,3655555558,Yes,1,0,,,1,,2018-01-08,2018-02-08,,0,"ETH, BTC",https://sp8de.com/sp8de_white_paper.pdf,,https://www.github.com/SP8DE?tab=repositories,https://sp8de.com/?utm_source=icobench,3.7,8,2940,1,0x05aaaa829afa407d83315cded1d45eb16025910c,ICObench
2503,Spectre,SXDT,British Virgin Islands,1,0,0,2017-11-17,2017-12-10,0.13,16600000,,,,,0,0,,,0,,,,,0,ETH,http://spectre.ai/media/spectre_whitepaper.pdf?ver=1.8,https://www.linkedin.com/company/spectreai/,,http://spectre.ai/?utm_source=icobench,3.2,10,2381,1,0x12b306fa98f4cbb8d4457fdff3a0a0a56f07ccdf,ICObench
2504,SportGift,SPORTG,Ecuador,1,0,0,2019-07-01,2019-09-15,0.05,,0.52,,520000000,No,0,0,Any,,0,,2019-04-01,2019-06-15,0.03,0,ETH,https://www.sportgift.io/docs/whitepaper-en-v1.2.pdf,https://www.linkedin.com/company/sportgift/,https://www.github.com/sportgift?tab=repositories,https://www.sportgift.io/?utm_source=icobench,3.6,2,,1,,ICObench
2505,SSOT Health Foundation,SEHR,USA,1,0,0,2018-05-01,2018-05-31,0.03,,0.5,,500000000,Yes,1,0,"USA, Cuba, Iran, North Korea, Syria, Somalia",0.05 ETH,1,Available,2018-03-31,2018-04-30,0.03,1,"BTC, ETH",https://docs.wixstatic.com/ugd/4b78ba_ff817f13564b482cbe24f7ff7ac4afe0.pdf,,https://www.github.com/SSOTHealth?tab=repositories,https://www.ssothealth.org?utm_source=icobench,3.4,5,,1,,ICObench
2506,STAR BIT EX,SBT,Taiwan,1,0,0,2018-08-01,2018-08-31,5.6399999999999999E-2,,0.2,,50000000,No,0,0,"USA, China",0.1 ETH,1,Available,2018-07-01,2018-07-31,,1,ETH,https://ico.azureedge.net/pdf/SBT_White_Paper_EN.pdf,https://www.linkedin.com/company/star-bit-innovation/,,https://ico.sdabi.com?utm_source=icobench,3.4,33,,1,,ICObench
2507,SuchApp,SPS,Isle of Man,1,0,0,2018-05-25,2018-06-25,0.05,14513770,,,1250000000,Yes,1,0,China,,1,,2018-02-26,2018-03-20,,0,"ETH, BTC, BCH, LTC",http://go.suchapp.io/whitepaper,,,http://suchapp.io/?utm_source=icobench,4,19,,1,,ICObench
2508,TaTaTu,TTU,Cayman Islands,1,0,0,2018-06-11,2018-06-30,0.25,575000000,0.57,,3700000000,Yes,1,0,"USA, China, South Korea, New Zealand, Vietnam.",,0,,,,,0,ETH,https://tatatutoken.io/wp-content/uploads/2018/05/TaTaTu_whitepaper.pdf,https://www.linkedin.com/company/tatatu/,,https://tatatutoken.io?utm_source=icobench,3.3,11,2886,1,,ICObench
2509,The Freedom Coin,TFC,Thailand,1,0,0,2018-06-01,2018-06-30,2.875,,0.26625,,6656250,No,1,0,USA,,0,,2018-05-08,2018-05-31,2.7704460939,0,BTC,http://www.freedom-coin.io/White-Paper.pdf,https://www.linkedin.com/company/financial-freedom-coin/,https://www.github.com/TheFreedomCoin?tab=repositories,http://www.freedom-coin.io?utm_source=icobench,3.5,7,,0,,ICObench
2510,ThreeFold Network,TFT,Belgium,1,0,0,2020-01-20,2020-02-10,0.15,,,,,No,1,0,,,0,,,,,0,"ETH, BTC, USDT",https://docs.google.com/document/d/16C3EKKBaK4_DyWFUcvdLnvDyN57h77e0Q1mWMpZL5vc/edit,https://www.linkedin.com/company/threefold-foundation/,https://www.github.com/threefoldtech?tab=repositories,https://threefold.io/?utm_source=icobench,3.4,26,6500,0,,ICObench
2511,TITA Project,TTN,Nigeria,1,0,0,2018-10-30,2018-11-30,3.95E-2,,0.4,,100000000,Yes,0,0,"U.S, China & S.Korea",500 USD,0,,2018-07-27,2018-09-27,,1,"ETH, BTC",http://titaproject.io/whitePaper.pdf,https://www.linkedin.com/company/titaproject/,https://www.github.com/TITAPROJECT?tab=repositories,https://titaproject.io?utm_source=icobench,3.4,11,,1,,ICObench
2512,Tokenlab,LAB,USA,1,0,0,2017-09-14,2017-11-30,0.1,1300000,,,,,0,0,,,0,,,,,1,EXP,http://www.borderlesscorp.com/docs/tokenlab-whitepaper.pdf,,https://www.github.com/expanse-org?tab=repositories,http://tokenlab.io/?utm_source=icobench,3.6,11,,0,,ICObench
2513,Tomocoin,TOMO,Singapore,1,0,0,2018-03-01,2018-03-20,0.25,8500000,0.4,,20000000,Yes,1,0,,,0,,,,,0,ETH,https://drive.google.com/file/d/1xrtNX9y_ayyx7UKWYzIWOqley3jUUIWH/view,,https://www.github.com/TOMOCOIN?tab=repositories,https://tomocoin.io/?utm_source=icobench,3.9,10,2570,1,,ICObench
2514,TOXIC,TOX,UK,1,0,0,2020-04-01,2020-06-01,0.2,,875,,7000000,No,1,0,"Afghanistan, Bosnia and Herzegovina, Central African Republic, Cuba, Democratic Republic of the Congo, Democratic People's Republic of Korea (North Korea), Eritrea, Ethiopia, Guinea-Bissau, Iran, Iraq, Libya, Lebanon, Somalia, South Sudan, Sudan, Syria, Uganda, Vanuatu, Yemen, the Crimea region.",10 USD,0,Available,2019-10-28,2020-03-31,0.1,1,"ETH, BTC, BCH, LTC",https://toxic.chat/wp-content/uploads/2019/10/Toxic_Whitepaper_2.2.pdf,https://www.linkedin.com/company/toxicchat/,https://www.github.com/https:?tab=repositories,https://toxic.chat/?utm_source=icobench,3.4,3,,1,,ICObench
2515,Tracoin,TCN Token,South Africa,1,0,0,2018-05-12,2018-07-30,0.6,,0.67,,20000000,Yes,0,0,No,50 USD,0,,2018-04-06,2018-05-06,0.4,0,"ETH, BTC",https://tracoin.co/static/ico/images/content/tracoin.pdf,,https://www.github.com/tracoin?tab=repositories,https://tracoin.co/?utm_source=icobench,4.1,7,,1,,ICObench
2516,Travelvee,TRAVEL,Bulgaria,1,0,0,2018-12-01,2020-02-15,1,,,,,No,1,0,"USA, China, South Korea",,0,Available,2018-10-15,2018-11-30,,1,ETH,https://icotravelvee.com/whitepaper/TravelVee-WhitePaper-en.pdf,https://www.linkedin.com/company/travelvee/,https://www.github.com/travelvee?tab=repositories,https://icotravelvee.com/#?utm_source=icobench,3.2,2,,1,,ICObench
2517,Tripago,TPG Token,UK,1,0,0,2018-05-18,2018-07-15,3.5999999999999997E-2,7772040,0.4,,400000000,No,0,0,,0.25 ETH,1,,2018-04-02,2018-04-20,2.4151561750000002E-2,0,"ETH, BTC, LTC, BCH",https://www.tripago.io/whitepaper/?lang=en,,https://www.github.com/TRIPAGO?tab=repositories,https://www.tripagotravel.io/?utm_source=icobench,3.4,11,,1,,ICObench
2518,TrustVerse,TVS,Singapore,1,0,0,2018-10-24,2018-11-19,0.1019,,0.4,,400000000,No,1,0,,10 ETH,0,,2018-09-27,2018-10-23,0.1021050035,1,ETH,https://trustverse.io/assets_test/file/TrustVerse_WhitePaper_JUNE_2018_ENG.pdf,https://www.linkedin.com/company/trustverse/,,https://trustverse.io?utm_source=icobench,3.2,8,4060,1,,ICObench
2519,TTC PROTOCOL,,British Virgin Islands,1,0,0,2018-04-18,2018-05-18,0.17499999999999999,35000000,0.25,,250000000,No,1,0,"USA, China",0.1 ETH,1,,2018-03-12,2018-03-15,0.1399661988,1,ETH,http://d1u6eqogwsdivn.cloudfront.net/whitepaper/TTC_Whitepaper_EN.pdf,https://www.linkedin.com/company/ttc-protocol/,https://www.github.com/TTCOffical?tab=repositories,http://www.ttc.eco?utm_source=icobench,3.4,19,,1,,ICObench
2520,Usechain,USE,Singapore,1,0,0,2018-08-08,2018-08-13,5.1999999999999998E-3,23524200,0.45,,9000000000,Yes,1,0,"China, USA",1 ETH,1,Available,2018-07-25,2018-08-07,4.72493011E-3,1,"ETH, BTC",http://www.usechain.net/usechain_en.pdf,https://www.linkedin.com/company/usechain/,https://www.github.com/usechain?tab=repositories,http://www.usechain.net/?utm_source=icobench,3.8,12,3249,1,0xd9485499499d66b175cf5ed54c0a19f1a6bcb61a,ICObench
2521,UTRUST,UTK,Switzerland,1,0,0,2017-11-02,2017-11-20,6.5000000000000002E-2,20000000,0.6,,500000000,,0,0,,0.2 ETH or 0.02 BTC,0,,2017-08-28,2017-08-28,,1,"BTC, ETH",https://s3-eu-west-1.amazonaws.com/utrust/UTRUST-whitepaper-v1.0.1.pdf,https://www.linkedin.com/company/utrust-payments/,,https://utrust.io/?utm_source=icobench,3.9,28,2320,1,0x96d32a2035ea5491017543d4e55c17f58fbf1c57,ICObench
2522,VIBEHub,VIBE,USA,1,0,0,2017-08-22,2017-09-21,1.4E-2,,0.6,,160200000,,0,0,,,0,,2017-08-07,2017-08-21,,0,ETH,http://vibehub.io/VibeHubWhitepaper2017.pdf,,https://www.github.com/amack2u?tab=repositories,http://vibehub.io/?utm_source=icobench,3.4,4,1983,1,0xe8ff5c9c75deb346acac493c463c8950be03dfba,ICObench
2523,VOSAI,VOSAI,USA,1,0,0,2019-08-25,2019-12-20,0.75,,0.15,,215000000,Yes,1,0,,10 ETH,0,,2018-07-04,2019-01-01,0.75,1,"ETH, BTC, Fiat",https://vos.ai/whitepapers/vosai-prospectus.pdf,https://www.linkedin.com/company/vosai/,https://www.github.com/vosai?tab=repositories,https://vos.ai?utm_source=icobench,3.4,3,,1,,ICObench
2524,Warrior Token,WRT,USA,1,0,0,2019-05-15,2019-06-14,95.705799999999996,,0.35,,35000000,Yes,1,0,,333 WRT,0,,2019-02-14,2019-04-15,0.15,0,"BTC, ETH",https://warriortoken.com/Content/whitepaper/Whitepaper-%20Warrior%20Token%20V%201.3.pdf,,https://www.github.com/WarriorComics?tab=repositories,https://warriortoken.com/?utm_source=icobench,3.4,13,,1,,ICObench
2525,WOX,WOX,Estonia,1,0,0,2019-11-01,2019-11-30,4.8000000000000001E-2,,0.25,,250000000,Yes,1,0,"USA, China",100 USD,0,Available,2019-09-01,2019-10-30,0.03,1,"BTC, ETH, TRX",https://wox.network/document/WOX_Whitepaper_v2.pdf,https://www.linkedin.com/company/woxnetwork/,https://www.github.com/WoxNetwork?tab=repositories,https://www.wox.network?utm_source=icobench,3.7,4,,1,,ICObench
