id;name;token;country;is_ico;is_ieo;is_sto;ico_start;ico_end;price_usd;raised_usd;distributed_in_ico;sold_tokens;token_for_sale;whitelist;kyc;bonus;restricted_areas;min_investment;bounty;mvp;pre_ico_start;pre_ico_end;pre_ico_price_usd;platform;accepting;link_white_paper;linkedin_link;github_link;website;rating;teamsize;Coinmarketcap_identifier;ERC20
2983;ENS.BID;ESB;Taiwan;1;0;0;2018-01-10;2018-02-28;2.4199999999999999E-2;NA;0.5;NA;5E+08;Yes;1;0;USA, China, Singapore;NA;0;NA;NA;NA;NA;1;ETH;https://ens.bid/assets/ens-bid_whitepaper_eng.pdf;NA;https://www.github.com/ens-bid?tab=repositories;https://ens.bid/?utm_source=icobench;2.8;4;NA;1
2984;Eroiy;Eroiy;Panama;1;0;0;2018-03-01;2018-03-31;0.12;NA;0.6;4812217;12;No;0;0;USA, China, Singapuore, Puerto Rico, Virgin Islands, Vietnam, Iran, North Korea, Syria, Cuba;100 Eroiy;0;NA;2018-01-31;2018-02-28;0.08;0;BTC, ETH, Dash, Litecoin, XEM, FIAT;https://www.eroiy.io/files/whitepaper.pdf;NA;https://www.github.com/Eroiy?tab=repositories;https://www.eroiy.io/?utm_source=icobench;2.7;33;NA;0
2985;ESR Wallet;ESR;Russia;1;0;0;2017-09-25;2017-10-09;10;2749104;NA;NA;1E+07;NA;0;0;NA;NA;0;NA;NA;NA;NA;1;BTC, ETH, Fiat;https://esrwallet.io/en/wp.pdf;NA;None;https://esrwallet.io/?utm_source=icobench;3;NA;NA;1
2986;Essentia;ESS;Switzerland;1;0;0;2018-06-25;2018-07-08;4.2999999999999997E-2;25500000;0.35;5.95e+08;5.95e+08;Yes;1;0;USA;NA;1;Available;2018-03-15;2018-06-01;NA;1;ETH;https://essentia.one/whitepaper_draft.pdf;https://www.linkedin.com/company/essentiaone/;https://www.github.com/essentiaone?tab=repositories;https://essentia.one/?utm_source=icobench;3.8;36;2906;1
2987;Etherparty;FUEL;Canada;1;0;0;2017-10-01;2017-10-29;0.1;3.3e+07;NA;NA;5E+07;NA;0;0;NA;NA;0;NA;NA;NA;NA;0;ETH;https://etherparty.io/Etherparty_White_Paper_EN.pdf;NA;https://www.github.com/etherparty?tab=repositories;https://etherparty.io/?utm_source=icobench;2.9;4;2120;1
2988;Etherty;ETY;United Arab Emirates;1;0;0;2018-03-15;2018-04-30;0.2;5300000;0.5;NA;2.4e+08;No;0;0;NA;1 ETH;0;NA;2018-02-01;2018-03-08;NA;0;ETH, BTC, Fiat;https://ico.etherty.com/en/download-white-paper;NA;None;http://www.etherty.com?utm_source=icobench;3;15;NA;1
2989;Eticket4;ET4;British Virgin Islands;1;0;0;2018-03-05;2018-04-06;0.38400000000000001;1003588;0.46;NA;13800000;Yes;1;0;NA;NA;1;NA;2018-01-30;2018-02-12;1.0711300050000001;1;ETH, BTC;http://et4.io/ET4_WP_ENG.pdf;NA;https://www.github.com/eticket4ico?tab=repositories;http://et4.io/?utm_source=icobench;3;6;NA;1
2990;Excoins Exchange;EXN Token;Poland;1;0;0;2018-08-10;2018-09-10;0.08;5821052;0.7;NA;6.3e+07;No;0;0;NA;NA;0;NA;NA;NA;0.08;1;ETH, BTC, BCH, LTC;https://excoins.io/wp-content/uploads/2018/07/WHITEPAPER-V1-1.pdf;NA;https://www.github.com/excoinsio?tab=repositories;https://excoins.io?utm_source=icobench;3;10;NA;1
2991;EXMR FDN;EXMR FDN;USA;1;0;0;2019-12-21;2020-01-18;62.208799999999997;NA;0.24;NA;3E+06;NA;0;0;NA;NA;1;NA;NA;NA;NA;0;ETH, BTC, Fiat;https://exmrfoundation.org/whitepaper.pdf;https://www.linkedin.com/company/getcryptopayments/;https://www.github.com/exmrcoin?tab=repositories;https://exmrfoundation.org/?utm_source=icobench;3;10;2990;1
2992;ExToke;XTO Token;Australia;1;0;0;2018-06-27;2018-07-23;5.0000000000000001E-4;45000;0.5;NA;5E+08;No;0;0;NA;NA;1;Available;NA;NA;NA;0;ETH;https://extoke.com/white-paper.pdf;https://www.linkedin.com/company/34669011/admin/;https://www.github.com/extoke?tab=repositories;https://www.extoke.com/tokensale.html?utm_source=icobench;3;8;NA;1
2993;EzCash;EZE;Estonia;1;0;0;2018-12-20;2019-02-20;5.0000000000000001E-3;NA;0.86;NA;1.3e+10;No;0;0;None;NA;1;NA;2018-11-20;2018-12-19;NA;0;ETH;https://ezcash.io/wp-content/uploads/2018/09/EZ-CASH-WP.pdf;https://www.linkedin.com/company/ezcash/;None;https://ezcash.io/?utm_source=icobench;3;10;NA;1
2994;FENIX.CASH;FENIX;UK;1;0;0;2018-05-31;2018-06-30;0.267044;NA;863;8308460;7.2e+07;Yes;1;0;USA;NA;0;NA;NA;NA;NA;0;ETH, QTUM, BTC, Fiat;https://docs.google.com/document/d/1RSIzbSWU9kik_0AZDaBQpsA1fPKyd7eKqjJRIuHas1Y/edit;https://www.linkedin.com/company/fenix-cash/;https://www.github.com/fenixcash?tab=repositories;https://www.fenix.cash/?utm_source=icobench;3;17;NA;0
2995;FIC;FIC;Thailand;1;0;0;2018-03-27;2018-05-25;0.17;1224803;0.73;NA;1520000;Yes;1;0;NA;1,000 FIC;0;NA;2018-02-06;2018-03-07;NA;0;ETH, BTC, LTC, Various;https://www.florafic.io/assets/documents/white-paper_en.pdf;https://www.linkedin.com/company/flora-innovation-decentralized-co-ltd/;None;https://www.florafic.io/?utm_source=icobench;3;16;NA;1
2996;Fidelium;FID;USA;1;0;0;2018-02-26;2018-03-26;0.36;1E+07;0.3;NA;NA;No;0;0;USA, Singapore;NA;1;NA;2018-01-12;2018-02-26;NA;1;ETH, BTC, LTC, Dash;https://fidelium.io/whitepaper_20180108.pdf;https://www.linkedin.com/company/fidelium-inc/;https://www.github.com/fidelium?tab=repositories;http://fidelium.io/?utm_source=icobench;3.4;14;2637;1
2997;fidentiaX;fdX;Singapore;1;0;0;2017-11-06;2017-12-05;0.93400000000000005;1551667;NA;NA;1E+08;NA;0;0;NA;NA;0;NA;NA;NA;NA;1;ETH;https://www.fidentiax.com/whitepaper;https://www.linkedin.com/company/fidentiax/;None;https://token.fidentiax.com/?utm_source=icobench;3.2;9;2333;1
2998;Fiinu;FNU;UK;1;0;0;2017-11-10;2017-12-09;482.04;NA;NA;NA;NA;NA;0;0;NA;NA;0;NA;2017-10-09;2017-11-09;223.04399849999999;0;ETH;https://fiinu.com/assets/v009/documents/prospectus-final-v1.4.pdf;https://www.linkedin.com/company/fiinu/;https://www.github.com/fiinu?tab=repositories;https://fiinu.com/?utm_source=icobench;3;13;NA;1
2999;FintruX;FTX;Singapore;1;0;0;2018-02-07;2018-02-28;0.56659999999999999;2.5e+07;NA;NA;NA;NA;0;0;NA;0.1 ETH;1;NA;2018-01-07;2018-01-21;0.69889093575757599;0;ETH;https://www.fintrux.com/home/doc/whitepaper.pdf;https://www.linkedin.com/company/fintrux/;https://www.github.com/FintruX?tab=repositories;https://www.fintrux.com/?utm_source=icobench;3.2;10;2667;1
3000;FIT Token;FIT;South Africa;1;0;0;2018-01-20;2018-03-15;0.1825;NA;0.5;NA;NA;No;1;0;USA;1000FIT;0;NA;2017-12-01;2018-01-15;NA;1;BTC, ETH, LTC, ZEC, WAVES, DASH;https://fittoken.io/wp-content/uploads/2017/11/FIT_TOKENS%20White%20Paper%20Ver1F.pdf;NA;https://www.github.com/FITtoken?tab=repositories;https://www.fittoken.co/?utm_source=icobench;3.1;8;NA;1
3001;Flas Exchange;FTC;UK;1;0;0;2020-01-10;2020-02-09;0.03;NA;0.6;NA;3E+08;Yes;0;0;Albania, Bosnia & Herzegovina, Belarus, Democratic Republic of Congo,China,Cuba, Cote d'Ivoire, Iraq, Iran, North Korea, Liberia, Macedonia, Myanmar, Serbia, Sudan, Syria, United States of America and its territories (American Samoa, Guam, the Northern Mariana Islands, Puerto Rico, and the U.S. Virgin Islands), Zimbabwe.;50 USD;1;Available;2019-11-08;2020-01-08;2.5000000000000001E-2;1;ETH;https://flasexchange.com/Documents/Flas-exchange-whitepaper.pdf;https://www.linkedin.com/company/flasexchange/;None;https://flasexchange.com/?utm_source=icobench;3;12;NA;1
3002;Flexion;FXN;Singapore;1;0;0;2018-11-01;2018-12-31;0.05;5625000;0.53;NA;1.7e+08;No;0;0;USA;500 FXN;0;NA;2018-09-25;2018-10-31;2.5000000000000001E-2;0;ETH, BTC;https://www.flexiontoken.io/whitepaper.pdf;https://www.linkedin.com/in/flexion-token-27296716b/;https://www.github.com/flexiontoken?tab=repositories;https://flexiontoken.io?utm_source=icobench;3;11;NA;1
3003;FortKnoxster;FKX;Gibraltar;1;0;0;2018-02-19;2018-03-18;0.19159999999999999;1.5e+07;595;NA;89250000;No;0;0;USA, Singapore;NA;1;Available;2018-02-05;2018-02-18;NA;1;ETH, BTC;https://fortknoxster.com/FortKnoxster_Whitepaper_English.pdf;https://www.linkedin.com/company/fortknoxster/;None;https://fortknoxster.com/?utm_source=icobench;3.2;12;3241;1
3004;FreeZone;FRZ;Russia;1;0;0;2018-04-03;2018-04-30;0.2;NA;0.5;NA;5E+08;Yes;1;0;USA;0.1 BTC;1;NA;NA;NA;NA;1;BTC, ETH, LTC, Fiat;http://freezone.one/downloads/FreeZone_White%20Paper.pdf;https://www.linkedin.com/company/soraix/about/;https://www.github.com/FreezoneOne?tab=repositories;https://www.freezone.one?utm_source=icobench;3.3;33;NA;1
3005;Fructus;XFRC;Netherlands;1;0;0;2018-02-05;2019-03-20;0.3;NA;0.3125;NA;250000;Yes;1;0;USA, China and Singapore;10 USD;0;NA;2018-10-15;2019-01-31;NA;0;ETH, BTC, LTC, BCH and others;https://www.fructus.io/WHITEPAPER.pdf;NA;None;https://www.fructus.io?utm_source=icobench;2.9;13;NA;1
3006;FundFantasy;FUNDZ;Malta;1;0;0;2018-02-25;2018-03-25;0.52;5500000;0.75;NA;6E+07;NA;0;0;NA;NA;0;NA;NA;NA;NA;1;ETH;http://www.fundfantasy.io/assets/pdf/Whitepaper_en_v1.0.pdf;https://www.linkedin.com/company/fundfantasy/;https://www.github.com/FundFantasy?tab=repositories;http://www.fundfantasy.io/?utm_source=icobench;3.5;14;NA;1
3007;Future1Coin;F1C;Singapore;1;0;0;2018-05-15;2018-06-15;0.09;NA;0.84;NA;2.5e+08;NA;0;0;NA;100 USD;0;NA;2017-12-01;2018-05-14;4.4999999999999998E-2;1;BTC, ETH, Fiat;https://future1coin.com/wp-content/uploads/2018/05/Future1coin_Whitepaper.pdf;NA;None;http://future1coin.com/?utm_source=icobench;3;NA;3417;1
3008;FutureWorks Token;FTW;USA;1;0;0;2018-01-29;2018-02-18;9.4000000000000004E-3;NA;0.42;172547;4.2e+08;Yes;1;0;NA;0.00124 ETH;0;NA;NA;NA;NA;1;ETH;https://www.ftwtokens.io/assets/whitepaper.pdf;NA;https://www.github.com/DreamCometStudios?tab=repositories;https://www.ftwtokens.io?utm_source=icobench;3;1;NA;1
3009;Gainz Token;GAINZ;Cayman Islands;1;0;0;2018-05-14;2018-06-15;0.02;NA;0.25;NA;2.5e+08;No;1;0;USA, China, Iran, North Korea, Syria;NA;0;NA;NA;NA;NA;0;NA;https://gainztoken.io/wp-content/uploads/2018/03/gainz-token-whitepaper-2.25v10.pdf;NA;https://www.github.com/Gainz-Network?tab=repositories;https://gainztoken.io/?utm_source=icobench;3;8;NA;1
3010;Galaxy eSolutions;GES;Hong Kong;1;0;0;2018-02-28;2018-03-31;3.95E-2;1.2e+07;0.89;NA;3E+08;NA;0;0;NA;0.1 ETH;0;NA;2017-11-17;2017-12-07;NA;1;ETH;http://whitepaper.galaxy-esolutions.com/;NA;None;https://galaxy-esolutions.com/?utm_source=icobench;3.5;11;2716;1
3011;Game Fanz;GFN;Indonesia;1;0;0;2018-12-10;2019-03-03;NA;NA;0.5;NA;4E+10;No;0;0;None;NA;1;NA;NA;NA;NA;0;ETH;https://gamefanz.io/game-fanz-whitepaper.pdf;https://www.linkedin.com/company/gamefanz/;https://www.github.com/GameFanz?tab=repositories;https://gamefanz.io?utm_source=icobench;2.6;5;NA;1
3012;GazeCoin;GZE;Australia;1;0;0;2017-12-10;2017-12-21;0.35;6215827;0.7;NA;NA;NA;0;0;NA;NA;0;NA;NA;NA;NA;0;ETH;https://www.gazecoin.io/static/GazeCoin_WhitePaper.pdf;https://www.linkedin.com/company/gaze-coin/;None;https://www.gazecoin.io/?utm_source=icobench;3;NA;3257;1
3013;Global Jobcoin;GJC;Switzerland;1;0;0;2017-10-28;2017-12-06;1.3140000000000001;NA;NA;NA;7E+07;NA;0;0;NA;0.01 ETH;0;NA;2017-09-22;2017-10-12;NA;1;ETH;https://www.globaljobcoin.com/media/files/documents/GJC_Whitepaper.pdf;https://www.linkedin.com/company/globaljobcoin/;https://www.github.com/globaljobcoin?tab=repositories;https://www.globaljobcoin.com/?utm_source=icobench;3.3;6;2401;1
3014;Gnome Invasion;GIT;Estonia;1;0;0;2018-07-11;2018-09-28;6.6100000000000006E-2;NA;0.78;NA;3.9e+07;No;0;0;NA;0.5 ETH;0;NA;NA;NA;NA;0;BTC, XBT, ETH, Fiat;http://gnomeinvasion.io/wp-content/uploads/2018/05/GIT-Whitepaper-1.pdf;NA;NA;NA;3;2;NA;1
3015;GO CUBO LODGE CLUB;GO;Cyprus;1;0;0;2018-03-06;2018-05-29;0.01;NA;0.8;NA;NA;No;0;0;NA;NA;0;NA;NA;NA;NA;0;ETH, BTC, LTC, DASH;https://goclc.io/docs/WHITE_PAPER_GO_CLC.pdf;NA;https://www.github.com/cromlehg?tab=repositories;https://goclc.io?utm_source=icobench;3;4;NA;1
3016;Godbex;GBE;UK;1;0;0;2018-09-24;2019-01-31;1.25;17320000;0.73;NA;7.3e+07;No;1;0;NA;0.01 ETH;0;NA;NA;NA;NA;1;ETH, BTC;https://godbex.io/assets/documents/GODBEX-whitepaper-ENGLISH.pdf;NA;https://www.github.com/Godbex?tab=repositories;https://godbex.io/?utm_source=icobench;3;1;NA;1
3017;Godzillion;GODZ;Chile;1;0;0;2017-08-25;2017-09-24;0.14130000000000001;NA;0.7;NA;2.1e+08;NA;0;0;NA;NA;0;NA;NA;NA;NA;0;ETH;https://godzillion.io/gz_modules/docs/godz_white_paper.pdf;https://www.linkedin.com/company/godzillion/;None;https://godzillion.io/?utm_source=icobench;3.2;7;NA;1
3018;GoldMineCoin;GMC;Russia;1;0;0;2018-02-15;2018-01-01;10.725;NA;0.5;NA;1250000;NA;0;0;NA;NA;0;NA;2018-01-15;2018-02-15;NA;1;ETH, BTC, fiat;http://goldminecoin.io/wp-content/uploads/2017/11/GoldMineCoin_ENG.pdf;NA;https://www.github.com/cromlehg?tab=repositories;http://goldminecoin.io/?utm_source=icobench;3;1;NA;1
3019;GRE;RISK;Hong Kong;1;0;0;2018-05-18;2018-05-24;5.7999999999999996E-3;3858500;0.4;NA;4E+09;No;1;0;USA, China;NA;0;Available;NA;NA;NA;0;NA;https://www.gref.io/gre.whitepaper.en.pdf;https://www.linkedin.com/company/globalriskexchange/;https://www.github.com/gre-foundation?tab=repositories;https://www.gref.io?utm_source=icobench;3;NA;NA;1
3020;Greeneum;GREEN;Israel;1;0;0;2019-04-22;2019-05-21;NA;NA;NA;NA;2.5e+08;Yes;1;0;USA, Singapore;NA;0;NA;2019-02-13;2019-03-20;NA;0;ETH;NA;https://www.linkedin.com/company/18444145/;https://www.github.com/Greeneum?tab=repositories;https://www.greeneum.net/greeneum-home/?utm_source=icobench;2.7;11;NA;1
3021;Greenish;GREE;USA;1;0;0;2018-06-20;2018-07-10;4.2999999999999997E-2;NA;0.52;NA;2E+08;No;0;0;NA;0.1 ETH;1;NA;2018-05-28;2018-06-10;NA;0;BTC, ETH;https://greenishcoin.com/assets/greenish_whitepaper.zip;NA;None;https://greenishcoin.com/?utm_source=icobench;3;8;NA;0
3022;Gron Digital;GRO;South Africa;1;0;0;2018-02-27;2018-05-09;7.4399999999999994E-2;12600000;0.6;NA;9.5e+08;No;0;0;China, Singapore, USA;NA;0;NA;2018-01-09;2018-01-23;NA;0;BTC, ETH;https://grondigital.com/whitepaper;NA;https://www.github.com/grondigital?tab=repositories;https://grondigital.com/?utm_source=icobench;3.6;13;NA;1
3023;Hacken;HKN;Russia;1;0;0;2017-10-31;2017-11-30;1;7E+06;0.8;NA;2E+07;NA;0;0;NA;NA;0;NA;NA;NA;NA;1;BTC, ETH, DASH, LTC, Fiat;https://hacken.io/common/files/HackenWP.pdf;https://www.linkedin.com/company/hacken/;None;https://hacken.io/?utm_source=icobench;3.5;8;2360;1
3024;Harbor;HBR;Singapore;1;0;0;2018-07-03;2018-08-02;1.9400000000000001E-2;NA;NA;NA;NA;No;1;0;USA, North Korea, South Korea;NA;0;Available;NA;NA;NA;0;ETH;https://www.toharbor.com/HarborToken_Whitepaper_en_1.1.pdf;https://www.linkedin.com/company/harborteam/;https://www.github.com/harborPlatform?tab=repositories;https://www.toharbor.com?utm_source=icobench;3;3;NA;1
3025;HBZ coin;HBZ;Singapore;1;0;0;2018-02-15;2018-03-04;0.14069999999999999;38646754;0.48;NA;NA;Yes;0;0;NA;NA;1;NA;2018-01-26;2018-02-14;0.1318962555;1;ETH;https://drive.google.com/open?id=1UudcsnOrVwe0DeG4p7k7R3m4l28bAzQ0;https://www.linkedin.com/company/helbiz/;None;http://hbzcoin.com/?utm_source=icobench;3.3;2;2680;1
3026;Heptapolis Humanitarian Energy Coin;HHEC;Cyprus;1;0;0;2018-06-20;2019-09-30;0.1159;NA;0.65;NA;6.5e+08;No;1;0;USA, China, Korea.;1,000 HHEC;0;NA;NA;NA;NA;0;BTC, ETH , Fiat;https://www.heptapolis.io/main/download/Whitepaper.pdf;https://www.linkedin.com/company/heptapolisenergy/;https://www.github.com/Heptapolis?tab=repositories;https://www.heptapolis.io?utm_source=icobench;3;7;NA;1
3027;Hereda Hashgraph;NA;USA;1;0;0;2018-08-01;2018-08-14;NA;2E+07;NA;NA;NA;NA;0;0;NA;NA;0;NA;NA;NA;NA;1;NA;NA;https://www.linkedin.com/company/hashgraph/;https://www.github.com/hashgraph?tab=repositories;https://www.hederahashgraph.com/?utm_source=icobench;3;NA;NA;1
3028;Holiday;Holiday Coin;Russia;1;0;0;2018-12-15;2019-02-15;5.7000000000000002E-3;NA;0.75;NA;1.8e+08;No;0;0;NA;NA;1;Available;2018-11-15;2018-12-15;NA;1;BTC, ETH;https://hldycoin.com/hldyicox/assets/img/wps/2018.06.13_holiday_coin_web_brochure.pdf;NA;https://www.github.com/hldycoin?tab=repositories;https://hldycoin.com?utm_source=icobench;3;3;NA;0
3029;Honor;HONR;Brazil;1;0;0;2018-01-15;2018-02-17;0.15;NA;0.63;NA;1.5e+08;NA;0;0;NA;NA;0;NA;NA;NA;NA;1;ETH;https://s3-sa-east-1.amazonaws.com/appjubs/HONOR+-+WHITEPAPER+1.2+-+EN-US.pdf;NA;https://www.github.com/appjubs?tab=repositories;https://honor.appjubs.com/en/?utm_source=icobench;3.3;7;NA;1
3030;Horizon State;HST;Australia;1;0;0;2017-10-16;2017-10-30;0.1023;1E+06;0.6;NA;6E+08;NA;0;0;NA;NA;0;NA;NA;NA;NA;1;ETH;https://horizonstate.com/horizon_state_white_paper.pdf;https://www.linkedin.com/company/horizonstate/;None;https://horizonstate.com/?utm_source=icobench;3.5;11;NA;1
3031;HPAY Coin;HADE;USA;1;0;0;2018-04-27;2018-05-27;34.82;NA;0.5;NA;5E+07;No;0;0;NA;NA;0;NA;NA;NA;NA;1;ETH;https://hadeplatform.com/hadepay-summary.pdf;https://www.linkedin.com/company/hade-technologies-llc/;https://www.github.com/HadePlatform?tab=repositories;https://hadeplatform.com/hadepay/#?utm_source=icobench;3;9;NA;1
3032;IAMHERO;IAHC;Germany;1;0;0;2018-04-17;2018-05-17;1.0200000000000001E-2;NA;0.25;NA;5E+08;Yes;0;0;NA;NA;1;NA;2018-03-16;2018-04-17;NA;1;ETH;https://iamhero.io/uploads/page/ico_landing/whitepaper/1/IAMH-Whitepaper0.1.pdf;https://www.linkedin.com/company/iamhero-inc/;https://www.github.com/iamhero-io?tab=repositories;https://iamhero.io/ico?utm_source=icobench;3;10;NA;1
3033;ICOCoinlab;ICO;Estonia;1;0;0;2019-08-01;2019-09-30;2.1780844099999999;NA;0.45;NA;1.35e+08;No;0;0;no;10 ETH;0;NA;2019-07-01;2019-07-31;NA;1;ETH, BTC;http://icocoinlab.io/wp-content/uploads/2019/05/ICOCoinLab-Whitepaper.pdf;https://www.linkedin.com/company/icocoinlab/;https://www.github.com/icocoinlab?tab=repositories;http://icocoinlab.io/?utm_source=icobench;3;4;NA;1
3034;Impresso;XIM;Switzerland;1;0;0;2019-01-18;2019-01-31;0.77;NA;0.7672;NA;76720000;Yes;1;0;USA, North Korea, Iran;25 USD;0;NA;2019-01-04;2019-01-17;0.64;1;BTC, ETH, LTC, BCH, Fiat;https://www.impressolabs.io/whitepaper;https://www.linkedin.com/company/11205077/;https://www.github.com/benbeh?tab=repositories;https://www.impressolabs.io?utm_source=icobench;3;NA;NA;1
3035;Index Coin;XIC;USA;1;0;0;2017-10-02;2017-12-31;0.1;NA;0.7;NA;1.4e+08;NA;0;0;NA;1 ETH;0;NA;NA;NA;NA;0;ETH;https://docs.google.com/document/d/16kLRdvbfYzAPASOAmWb8IbjgWTPdrdbSPa6aG7J7flk/edit;NA;https://www.github.com/DigitalCurrencyIndex?tab=repositories;https://digitalcurrencyindex.io/index-coin/?utm_source=icobench;2.7;5;1433;1
3036;INDICOIN;INDI;India;1;0;0;2017-09-30;2017-11-01;2.3199999999999998E-2;NA;NA;NA;NA;NA;0;0;NA;0.25 ET;0;NA;2017-09-09;2017-09-20;NA;1;BTC, ETH;https://www.indicoin.org.in/wp-content/uploads/2017/09/Indicoin-Whitepaper-1.pdf;https://www.linkedin.com/company/indicoin/;None;https://www.indicoin.org.in?utm_source=icobench;3;10;2519;1
3037;indieOn;NDI;USA;1;0;0;2018-08-28;2019-01-26;8.8999999999999996E-2;NA;0.63;NA;NA;No;1;0;USA, China;NA;0;Available;NA;NA;NA;0;ETH;https://www.indieon.com/ico-assets/files/indieOnWhitePaper.pdf;https://www.linkedin.com/company/indieon/;None;https://www.indieon.com?utm_source=icobench;3;NA;NA;1
3038;Indochain;IDC;Indonesia;1;0;0;2018-11-07;2019-02-10;1E-04;NA;0.75;NA;5.31e+09;No;0;0;NA;NA;1;NA;NA;NA;NA;1;ETH;https://indochain.io/public/whitepaper.pdf;NA;https://www.github.com/IndoChain-Exchange?tab=repositories;https://indochain.io?utm_source=icobench;3;6;NA;1
3039;InsurePal;IPL;Liechtenstein;1;0;0;2018-01-16;2018-01-16;0.1;1.8e+07;0.67;NA;2.01e+08;NA;0;0;NA;NA;0;NA;NA;NA;NA;1;ETH;https://insurepal.io/InsurePal_whitepaper.pdf;https://www.linkedin.com/company/vouchforme/;https://www.github.com/InsurePal?tab=repositories;https://insurepal.io/?utm_source=icobench;3.8;23;NA;1
3040;Involve;IToken;Estonia;1;0;0;2018-06-01;2018-09-03;4.7999999999999996E-3;1258530;0.38;NA;3.5e+09;No;1;0;NA;0.02 ETH;1;NA;2018-05-01;2018-06-01;5.61344146666667E-3;1;ETH;https://icoinvolve.io/wp-content/uploads/2018/05/white-paper-en.pdf;NA;None;https://icoinvolve.io?utm_source=icobench;3;8;NA;1
3041;ITOB;ITEX;Estonia;1;0;0;2018-05-01;2018-06-29;0.16;NA;0.5;NA;4E+08;Yes;0;0;USA, China;NA;0;NA;2018-04-07;2018-04-21;0.08;1;ETH;NA;https://www.linkedin.com/company/itob-co/;None;https://www.itob.io/?utm_source=icobench;3.1;8;NA;1
3042;Ixir;IXIR;Turkey;1;0;0;2018-10-01;2019-01-31;0.41189999999999999;NA;0.8;NA;1E+07;No;0;0;NA;NA;1;NA;NA;NA;NA;1;ETH;https://www.docdroid.net/ZNfHblu/whitepaper-en.pdf#page=10;https://www.linkedin.com/showcase/ixircoin/;https://www.github.com/https:?tab=repositories;https://www.ixircoin.com/?utm_source=icobench;3;1;NA;1
3043;JACK TOKEN;JACK;Netherlands;1;0;0;2020-02-14;2020-03-14;NA;NA;NA;NA;NA;No;0;0;USA, Bosnia and Herzegovina, Ethiopia, Iran, Iraq, Sri Lanka, Syria, Trinidad and Tobago, Tunisia, Yemen, and Cuba;NA;0;NA;2019-09-10;2020-01-17;NA;1;ETH;NA;https://www.linkedin.com/company/jackrio/;None;https://jackr.io?utm_source=icobench;3;4;5486;1
3044;Kaching;KAC;UK;1;0;0;2018-04-01;2018-04-30;0.2;1977728;0.5;NA;123500000;No;1;0;NA;NA;0;NA;NA;NA;NA;0;ETH;https://drive.google.com/file/d/1VDImRBOHQVYeDVSvy3qkkcgrn9vaeF43/view;https://www.linkedin.com/in/kachingcoins-39403415b/;https://www.github.com/KachingCoins?tab=repositories;https://kachingcoins.io?utm_source=icobench;3;6;NA;1
3045;Karma;KRM;Russia;1;0;0;2017-11-29;2017-12-15;0.01;1E+07;0.59;NA;3E+09;NA;0;0;NA;NA;0;NA;NA;NA;NA;1;BTC, ETH, Fiat;https://docs.google.com/document/d/1R8LHlFP4wHEu3gzNWOStId_b3iF-S7CRFcsDmYWEBt4/edit#;NA;https://www.github.com/goognin?tab=repositories;https://tokensale.karma.red/?utm_source=icobench;2.8;5;2378;1
3046;KEYRPTO;KYT;Estonia;1;0;0;2018-03-25;2018-05-25;0.01;4800000;0.51;NA;5.1e+08;Yes;1;0;USA;NA;0;NA;2018-01-20;2018-01-27;NA;0;ETH;https://keyrpto.com/Home/Download;https://www.linkedin.com/company/keyrpto/;https://www.github.com/keyrpto?tab=repositories;https://www.keyrpto.com/?utm_source=icobench;3.8;11;NA;1
3047;Kryptonium;KRYP;Hong Kong;1;0;0;2018-05-13;2018-06-30;1;NA;0.0337;NA;6E+06;No;0;0;USA, China;50 USD;1;NA;2018-04-30;2018-05-12;0.6;1;ETH, BTC, LTC;https://kryptonium.io/whitepaper;NA;None;https://kryptonium.io/?utm_source=icobench;2.9;4;NA;1
3048;KryptoRedeem;KryptoRedeem / KRT;Mexico;1;0;0;2019-09-02;2019-10-02;0.56000000000000005;NA;0.45;NA;1E+07;No;1;0;USA, China, North Korea;150 USD;0;Available;2019-08-26;2019-09-01;0.39;1;ETH;https://kryptoredeem.com/wp-content/uploads/2019/08/whitepaper_final.pdf;https://www.linkedin.com/showcase/kryptoredeem/;None;https://kryptoredeem.com/?utm_source=icobench;4;15;NA;1
3049;KYC.LEGAL;KYC;Russia;1;0;0;2017-11-29;2018-04-01;1;2.8e+07;0.8;NA;33600000;NA;0;0;NA;NA;0;NA;NA;NA;NA;0;BTC, ETH, LTC, DASH, ZEC, Fiat;https://kyc.legal/WhitePaper-ENG.pdf;https://www.linkedin.com/company/kyc-legal/;https://www.github.com/KYCLegal?tab=repositories;https://kyc.legal/?utm_source=icobench;3.9;17;NA;1
3050;Lampix;PIX;USA;1;0;0;2017-08-09;2017-08-18;0.25600000000000001;14200000;0.5;NA;5.5e+08;NA;0;0;NA;NA;0;NA;NA;NA;NA;1;ETH;https://www.dropbox.com/s/0rwr6oqx8w3wej9/pix%20token%20whitepaper%20v6.docx?dl=0;https://www.linkedin.com/company/lampix/;None;https://www.lampix.co/?utm_source=icobench;3;13;1988;1
3051;Leonardian;LEON;Bulgaria;1;0;0;2018-06-11;2018-08-06;0.37;NA;0.5;NA;131500000;No;1;0;NA;NA;1;NA;2018-04-16;2018-05-12;0.20445880120000001;1;ETH, BTC;https://leonardian.com/whitepaper/Leonardian_Whitepaper_EN.pdf?utm_source=icobench;https://www.linkedin.com/company/leonardian/;None;https://leonardian.com/?utm_source=icobench;3.2;12;NA;1
