id;name;token;country;is_ico;is_ieo;is_sto;ico_start;ico_end;price_usd;raised_usd;distributed_in_ico;sold_tokens;token_for_sale;whitelist;kyc;bonus;restricted_areas;min_investment;bounty;mvp;pre_ico_start;pre_ico_end;pre_ico_price_usd;platform;accepting;link_white_paper;linkedin_link;github_link;website;rating;teamsize;Coinmarketcap_identifier;ERC20
3052;Let Bet;LBT;Belize;1;0;0;2018-02-25;2018-04-05;1.5;NA;0.5;NA;9.9e+07;NA;0;0;NA;NA;0;NA;2018-01-20;2018-02-14;1.1499999999999999;0;ETH, BTC;https://static.let.bet/whitepaper.pdf;https://www.linkedin.com/company/let-bet/;https://www.github.com/letbetcoin?tab=repositories;https://let.bet/?utm_source=icobench;3;4;NA;1
3053;LH-Crypto;#LHCoin;China;1;0;0;2017-12-04;2017-12-30;0.1;1E+07;0.7;NA;7E+07;NA;0;0;NA;NA;0;NA;2017-10-30;2017-12-02;NA;0;ETH;https://lh-crypto.io/static/WhitePaper_en.pdf;https://www.linkedin.com/company/larson-and-holz/;None;https://lh-crypto.io/?lang=en&utm_source=icobench;3.2;6;NA;1
3054;Liquidity.Network;LQD;Switzerland;1;0;0;2018-06-14;2018-07-28;0.6;26029981;0.5;NA;5E+07;Yes;1;0;USA, China, Taiwan, Canada;300 USD;0;Available;2018-02-14;2018-03-08;0.61109765599999999;0;ETH;https://liquidity.network/whitepaper_Liquidity_Network.pdf;https://www.linkedin.com/company/liquiditynet/;https://www.github.com/liquidity-network?tab=repositories;https://liquidity.network?utm_source=icobench;3.5;2;3499;1
3055;Loandex;LDX;India;1;0;0;2018-06-04;2018-07-04;5.8999999999999999E-3;NA;0.8;NA;8E+08;No;0;0;USA;50 USD;0;NA;2018-05-07;2018-05-28;0.01;1;ETH;https://loandex.co/whitepaper.pdf;https://www.linkedin.com/company/loandex/;None;https://loandex.co/?utm_source=icobench;3;8;NA;1
3056;LockTrip;LOC;Bulgaria;1;0;0;2017-10-29;2017-12-01;0.52200000000000002;4E+06;0.5;NA;NA;NA;0;0;NA;NA;0;NA;NA;NA;NA;0;BTC, ETH, LTC;https://locktrip.com/whitepaper_v1.0_ed.pdf;https://www.linkedin.com/company/locktrip/;https://www.github.com/LockTrip?tab=repositories;https://lockchain.co/?utm_source=icobench;3;NA;2287;1
3057;Lucyd;LCD;Singapore;1;0;0;2017-10-31;2018-02-28;0.25;6100000;NA;NA;5E+07;NA;0;0;NA;NA;0;NA;2017-10-17;2017-10-31;NA;1;ETH, BTC, LTC, XRP, Fiat;https://www.lucyd.co/wp-content/uploads/2017/11/whitepaper.pdf;https://www.linkedin.com/company/lucydltd/;https://www.github.com/dappmind?tab=repositories;https://lucyd.co/?utm_source=icobench;3.5;14;NA;1
3058;Ludos;LUD;Singapore;1;0;0;2019-02-01;2019-02-28;NA;NA;NA;NA;NA;Yes;1;0;USA;NA;1;Available;NA;NA;NA;0;NA;https://s3-us-west-2.amazonaws.com/ludos/whitepapers/ludos_en.pdf;https://www.linkedin.com/company/ludos-protocol/;None;https://www.ludos.one/?utm_source=icobench;2.7;NA;NA;1
3059;Lydian Lion;LLion;Croatia;1;0;0;2020-02-01;2020-06-01;1.1029130000000001E-3;NA;0.55;NA;2.5e+10;No;0;0;NA;NA;0;NA;2019-12-01;2020-02-01;5.8082000000000001E-4;1;XLM, ETH, BTC;https://lydian-lion.com/Whitepaper_eng.pdf;https://www.linkedin.com/company/altotoken/;None;https://lydian-lion.com/?utm_source=icobench;3.4;4;NA;0
3060;MD Tokens;MDTK;Hong Kong;1;0;0;2018-03-10;2018-04-10;0.39879999999999999;NA;0.3;NA;1.5e+08;Yes;0;0;USA;0.05 ETH;0;NA;2018-02-01;2018-03-09;1;1;USD, ETH;https://mdtokens.com/wp-content/uploads/2018/03/MD-whitepaper.pdf;NA;https://www.github.com/metupalle?tab=repositories;https://www.mdtokens.com?utm_source=icobench;3;10;NA;1
3061;Meerkat;MCT;Unknown;1;0;0;2018-09-03;2018-10-07;0.08;NA;0.7;NA;7E+09;NA;0;0;NA;0.1 ETH;0;NA;2018-08-20;2018-09-02;NA;0;ETH;http://www.meerkattoken.com/pdf/whitepaper.pdf;NA;https://www.github.com/Meerkatoken?tab=repositories;http://www.meerkattoken.com/?utm_source=icobench;3;12;NA;1
3062;Metta;METTA;Unknown;1;0;0;2018-01-01;2018-02-01;8.2000000000000003E-2;NA;0.7;NA;59685400;NA;0;0;NA;NA;0;NA;2017-11-20;2017-12-19;NA;1;ETH;https://metta-ico.com/docs/whitepaper-metta-en.pdf;https://www.linkedin.com/company/aussiedigital/;None;https://metta-ico.com/?utm_source=icobench;3;1;NA;1
3063;MIB;MIB;Singapore;1;0;0;2018-07-20;2018-10-18;0.5;NA;85;NA;85000;Yes;1;0;USA, China;NA;0;NA;2018-03-19;2018-03-25;NA;0;NA;https://drive.google.com/file/d/17nrw4rxZ-d6MlRRKRPjzKenG8HVWk9nD/view;NA;https://www.github.com/mosbc?tab=repositories;https://www.mibcoin.io?utm_source=icobench;2;4;NA;0
3064;MillionCoin;MON;Poland;1;0;0;2018-07-19;2019-12-31;0.41020000000000001;NA;0.75;NA;25500000;No;1;0;USA, Canada, Korea, Singapore, China;NA;0;NA;2018-02-18;2018-07-18;NA;1;ETH, BTC, USD, EUR;https://www.millioncoin.io/mon-whitepaper;https://www.linkedin.com/company/grupa-one-million/;None;https://www.millioncoin.io/?utm_source=icobench;3;15;NA;1
3065;MimiCoin;MIM;Croatia;1;0;0;2017-12-29;2018-02-12;1.6346000000000001;NA;NA;NA;5E+07;NA;0;0;NA;NA;1;NA;NA;NA;NA;0;ETH;http://hellomimic.com/ico-files/img/marketing/MimicWhitePaper.pdf;https://www.linkedin.com/company/axens.io/;None;http://hellomimic.com/ico?utm_source=icobench;3.3;6;NA;1
3066;MindLink;ML;Sweden;1;0;0;2018-02-10;2018-03-24;0.54200000000000004;1021970;0.5;NA;10350000;Yes;0;0;USA;NA;1;NA;2018-02-16;2018-02-23;NA;0;ETH;http://mindlink.co/whitepaper;NA;https://www.github.com/MindLinkFoundation?tab=repositories;http://mindlink.co?utm_source=icobench;3;1;NA;1
3067;Mirrows Project;MRR;Russia;1;0;0;2019-10-01;2019-11-30;4.7999999999999996E-3;NA;0.77;NA;1.4e+09;No;0;0;NA;NA;1;NA;2019-09-15;2019-09-30;8.9936103999999992E-3;1;ETH;https://mirrows.net/Whitepaper_v1.pdf;https://www.linkedin.com/company/mirrowsproject/;https://www.github.com/MirrowsProject?tab=repositories;https://mirrows.net?utm_source=icobench;3;5;NA;1
3068;MITO;MITO;Russia;1;0;0;2017-09-11;2017-10-31;0.91090000000000004;NA;0.6;NA;NA;NA;0;0;NA;0,003 ETH;0;NA;NA;NA;NA;0;ETH;http://ipci.io/wp-content/uploads/2017/08/wp_eng_4.1.pdf;https://www.linkedin.com/company/dao-ipci/;https://www.github.com/DAO-IPCI?tab=repositories;https://mito.ipci.io/?utm_source=icobench;3.1;9;NA;1
3069;MoBee;MBE;United Arab Emirates;1;0;0;2018-05-15;2018-06-20;4.63;NA;0.85;NA;NA;Yes;0;0;USA, China;NA;1;NA;2018-03-15;2018-04-15;3.8512153007999999;1;BTC, ETH, XRP, LTC;https://mobeetel.co/storage/moBee_en.pdf;NA;https://www.github.com/MoBee2018?tab=repositories;https://mobeetel.co/?utm_source=icobench;2.7;18;NA;1
3070;MoCo;MoCo;Estonia;1;0;0;2019-04-01;2019-09-30;1.7999999999999999E-2;NA;0.2;NA;1.6e+09;NA;0;0;NA;NA;1;NA;2018-06-20;2019-03-31;NA;1;ETH, BTC, Fiat;https://www.dropbox.com/s/k3iacnz2az6q916/VR_Motion_Communications_official_whitepaper.pdf?dl=0;NA;https://www.github.com/dreamhead?tab=repositories;https://www.mocotoken.io?utm_source=icobench;4;5;NA;1
3071;Modulum;MDL;France;1;0;0;2017-11-22;2017-12-13;1.2561;NA;0.65;NA;22815000;NA;0;0;NA;0.2 ETH;0;NA;NA;NA;NA;1;ETH;https://modulum.io/whitepaper-modulum-en.pdf;https://www.linkedin.com/company/modulum/about/;https://www.github.com/Hitech-One?tab=repositories;https://modulum.io/?utm_source=icobench;3;13;NA;1
3072;Molecule;MLC;Germany;1;0;0;2018-07-15;2018-08-15;0.51049999999999995;NA;0.75;NA;13513889;NA;0;0;NA;NA;0;NA;2018-06-11;2018-07-02;NA;1;BTC, ETH;https://molecule-ico.io/assets/files/en/white-paper.pdf;NA;https://www.github.com/molecule-sys?tab=repositories;https://molecule-ico.io/?utm_source=icobench;3;5;3502;1
3073;Moneda;MND Token;Austria;1;0;0;2018-05-15;2018-07-15;8.6400000000000005E-2;NA;675;NA;2.5e+08;No;0;0;NA;0.1 ETH;1;NA;2018-03-31;2018-04-30;5.87343705185185E-2;1;ETH;https://www.getmoneda.io/img/whitepaper.pdf;NA;https://www.github.com/euwars?tab=repositories;https://www.getmoneda.io?utm_source=icobench;3;5;NA;1
3074;Moveo;MOV token;Australia;1;0;0;2019-06-17;2019-08-31;0.02;NA;0.1;NA;5E+07;No;0;0;"USA, Canada, Cuba, Crimea and Sevastopol, Iran, Syria, Hong Kong, Republic of China, North Korea or Sudan; (ii) any state, country or other jurisdiction that is embargoed by the United States of America.";NA;0;NA;NA;NA;NA;0;BTC, BCH, LTC, ETH, XRP, USDT;NA;https://www.linkedin.com/company/moveocoin/;https://www.github.com/Moveocoin?tab=repositories;https://moveocoin.com/?utm_source=icobench;3;1;NA;1
3075;Myart;MYT;China;1;0;0;2018-08-01;2018-08-08;0.3;3E+06;0.1;NA;1.21e+08;No;0;0;NA;1 ETH;0;Available;NA;NA;NA;1;Fiat;http://myart.world/white_paper.pdf;NA;https://www.github.com/myartlll?tab=repositories;http://myart.world/?lang=en#&utm_source=icobench;3;1;NA;1
3076;Mysterium;MYST;USA;1;0;0;2017-05-30;2017-05-30;0.88500000000000001;13325693;NA;NA;NA;NA;0;0;NA;NA;0;NA;NA;NA;NA;1;ETH;https://mysterium.network/whitepaper.pdf;https://www.linkedin.com/company/mysteriumnet/;https://www.github.com/MysteriumNetwork?tab=repositories;https://mysterium.network/?utm_source=icobench;3;4;1721;1
3077;Nebula AI;NBAI;Canada;1;0;0;2018-03-31;2018-04-20;5.7999999999999996E-3;6E+06;NA;NA;NA;Yes;1;0;NA;NA;0;Available;NA;NA;NA;0;ETH;https://www.nebula-ai.com/whitepaper/NBAI_whitepaper_EN.pdf;https://www.linkedin.com/company/nebula-ai/;https://www.github.com/nebulaai?tab=repositories;https://www.nebula-ai.com/?utm_source=icobench;3.1;7;2692;1
3078;Neluns;NLS;USA;1;0;0;2018-09-05;2018-10-05;1;1.36e+08;NA;NA;NA;Yes;1;0;None;NA;0;NA;2018-08-01;2018-09-05;NA;0;ETH;https://neluns.io/static/ver165/whitepaper/whitepaper.pdf;NA;None;https://neluns.io/?utm_source=icobench;3.8;NA;NA;1
3079;NetworkUnits;NU;Australia;1;0;0;2018-05-08;2018-06-08;1.19;NA;0.55;NA;15817083;NA;0;0;NA;NA;0;NA;2018-02-08;2018-03-08;4.0890350350000002;1;ETH;https://networkunits.io/dl/network-units-whitepaper-latest-3.pdf;https://www.linkedin.com/company/network-units/;https://www.github.com/DecentralizedIT?tab=repositories;https://networkunits.io/?utm_source=icobench;3.6;9;NA;1
3080;Neuromation;Neuromation;Estonia;1;0;0;2018-01-07;2018-02-15;0.91500000000000004;71600000;0.7;NA;7E+08;NA;0;0;NA;NA;0;NA;2017-10-25;2017-11-27;NA;1;ETH;https://neuromation.io/files/Neuromation_white_paper.pdf;https://www.linkedin.com/company/neuromation-technologies/;None;http://www.neuromation.io/?utm_source=icobench;3.4;9;NA;1
3081;Newc;NEWC;Brazil;1;0;0;2019-01-31;2019-04-18;0.15;NA;0.84;NA;2.25e+08;No;0;0;USA;NA;1;Available;2018-11-08;2019-01-30;NA;1;ETH;https://newctoken.io/whitepaper/newctoken-whitepaper-us.pdf;https://www.linkedin.com/company/new-cash-digital/;None;https://newctoken.io/?utm_source=icobench;2.7;6;NA;1
3082;NTOK;NTOK;Russia;1;0;0;2018-03-15;2018-04-15;1.2;3E+06;0.7;NA;NA;Yes;1;0;USA;NA;0;NA;2017-12-05;2018-01-15;1;1;BTC, BCH, ETH, LTC, DASH, ZEC, ETC;https://ntok.io/NTOK%20White%20Paper.pdf;https://www.linkedin.com/company/ntok-io/;None;https://ntok.io/?utm_source=icobench;3.6;15;NA;1
3083;Nuclus;NLM;South Africa;1;0;0;2019-09-05;2019-12-31;9.5819423149999996E-3;NA;0.5;NA;5E+08;Yes;0;0;USA;10 USD;0;NA;2019-07-05;2019-09-01;7.1999382000000004E-3;1;ETH;https://nuclus.co/technical-white-paper/;https://www.linkedin.com/company/nuclus.co/;None;https://www.nuclus.co?utm_source=icobench;3.4;10;NA;1
3084;nuco.cloud;NCDT;Germany;1;0;0;2019-05-23;2020-06-30;0.17848768000000001;NA;NA;NA;NA;No;1;0;Canada;NA;0;NA;2019-02-01;2019-05-22;NA;0;XRP, ETH, BTC, FIAT;https://nuco.cloud/uploads/nc_whitepaper_en_20190709_3_1295.pdf;https://www.linkedin.com/company/nuco-cloud/;https://www.github.com/nucocloud?tab=repositories;https://nuco.cloud/?utm_source=icobench;3;15;6933;1
3085;NYiGDE?;NYIGDE;Estonia;1;0;0;2019-05-15;2019-12-31;0.1797;NA;0.7;NA;7E+07;Yes;0;0;NA;NA;1;Available;2018-05-16;2018-09-10;NA;1;BTC;https://docs.google.com/document/d/19M4R_Gu_3ugAUBZOXwjp3tYzjHRaMdPH67yDzr3jmwk/edit?usp=sharing;https://www.linkedin.com/in/nyigde/;None;https://token.nyigde.com?utm_source=icobench;3;13;NA;0
3086;Obizcoin;OBZ;India;1;0;0;2018-01-29;2018-03-31;3.9E-2;NA;0.9;NA;2.7e+07;NA;0;0;NA;NA;1;NA;2017-12-14;2018-01-24;6.3255998090909094E-2;0;BTC, ETH;http://www.obizcoin.io/images/Obizcoin-Whitepaper.pdf;NA;https://www.github.com/Obizcoin?tab=repositories;http://www.obizcoin.io/?utm_source=icobench;3.4;12;NA;1
3087;OctoBit.io;OCTO;Unknown;1;0;0;2018-05-24;2018-06-20;1.2E-2;NA;NA;22026445;1E+08;NA;0;0;NA;NA;0;NA;2018-05-02;2018-05-23;NA;0;ETH, BTC, LTC, BCH;https://ico.octobit.io/OctoBit.IO_WhitePaper_en.pdf;NA;https://www.github.com/octobitio?tab=repositories;https://ico.octobit.io?utm_source=icobench;3;7;NA;1
3088;ODEEP;ODEEP;Malta;1;0;0;2018-06-13;2018-07-23;1;NA;0.64;NA;6.4e+07;Yes;1;0;NA;NA;0;Available;2018-05-14;2018-06-13;NA;0;ETH;https://o-deep.io/pdf/odeep-ico-white-paper.pdf;NA;None;https://www.o-deep.io/?utm_source=icobench;3;13;NA;1
3089;Orionix;ORX token;UK;1;0;0;2019-08-01;2019-11-01;7.4054869940000004E-2;NA;0.7;NA;4.2e+08;No;0;0;NA;NA;0;NA;NA;NA;NA;1;ETH;https://orionix.io/Orionix_ENG_Whitepaper.pdf;https://www.linkedin.com/company/cardium/;https://www.github.com/OrionixToken?tab=repositories;https://orionix.io?utm_source=icobench;3;12;NA;1
3090;ORIS.Space;ORGN;Kazakhstan;1;0;0;2017-10-28;2018-07-07;0.47199999999999998;NA;0.7241;NA;7.25e+08;Yes;0;0;NA;NA;0;NA;NA;NA;NA;1;ETH;https://orisspace.io/en/ORIS_WP_eng.pdf;https://www.linkedin.com/company/oris-space/;https://www.github.com/oris-space?tab=repositories;https://orisspace.io/en/?utm_source=icobench;3.1;12;NA;1
3091;OryxCash;ORYXCH;Romania;1;0;0;2018-08-20;2018-11-20;3;NA;0.88;NA;2.2e+08;No;1;0;USA, China, Israel;15 USD;0;NA;2018-04-25;2018-08-19;NA;1;BTC, ETH, ORYXCOIN;https://oryxian.com/Content/Oryxian%20WhitePaper%20V3.pdf;https://www.linkedin.com/company/oryx-prive-investment-llc/;https://www.github.com/oryxian?tab=repositories;https://oryxian.com/?utm_source=icobench;3.8;23;NA;1
3092;OZEX;OZEX;Australia;1;0;0;2018-06-20;2018-09-09;0.01;4681990;0.4;NA;NA;No;1;0;USA, Canada;0.5 ETH;1;NA;NA;NA;NA;1;ETH;https://github.com/ozexproject/OZEX-Whitepaper;NA;https://www.github.com/ozexproject?tab=repositories;https://ozex.io/?utm_source=icobench;3;6;NA;1
3093;Parsec Frontiers;PARSEC;Estonia;1;0;0;2018-05-15;2018-05-31;4.0000000000000002E-4;740554;NA;NA;18514065480;NA;0;0;NA;NA;0;NA;NA;NA;1 ETH = 845,000 PARSEC;0;ETH;https://wp.parsecfrontiers.com/whitepaper.pdf;NA;None;https://parsecfrontiers.com/?utm_source=icobench;3.1;16;NA;1
3094;Patentico;PTO;Russia;1;0;0;2019-08-01;2019-09-01;1.2E-2;NA;0.51;NA;4.5e+07;Yes;0;0;NA;NA;1;Available;2019-04-25;2019-07-25;5.753874975E-2;0;ETH, BTC;http://patentico.io/pdf/white-paper-patentico-eng.pdf;https://www.linkedin.com/company/patentico/;None;https://patentico.io?utm_source=icobench;2.8;4;NA;1
3095;Path.Network;PATH;USA;1;0;0;2018-08-08;2018-09-01;0.82950000000000002;572539;1;NA;1.5e+08;No;1;0;USA, Canada, Belarus, Burundi, Central African Republic, Democratic Republic of Congo, Cuba, Iran. Iraq, Lebanon, Libya, North Korea, Somalia;NA;0;NA;2018-06-16;2018-08-07;NA;0;ETH;https://path.network/docs/Path-Whitepaper.pdf;https://www.linkedin.com/company/pathnetwork/;https://www.github.com/path-network-token?tab=repositories;https://path.network?utm_source=icobench;3;16;NA;1
3096;Paycent;PYN;Singapore;1;0;0;2017-11-02;2017-11-30;0.75700000000000001;NA;NA;NA;NA;NA;0;0;NA;0.025 ETH;0;NA;NA;NA;NA;0;ETH;https://paycent.com/wp-content/uploads/2017/09/PYN-Whitepaper.pdf?v=4.9;https://www.linkedin.com/company/paycent-paycent/;https://www.github.com/PaycentGlobal?tab=repositories;https://paycent.com/contribute-paycents-pre-ico/?utm_source=icobench;3;21;3323;1
3097;Payiza;PYZ;India;1;0;0;2018-06-12;2018-07-24;0.13;NA;0.45;NA;117075000;No;0;0;None;NA;0;NA;2018-05-27;2018-06-11;NA;1;ETH, BTC, XRP, Fiat;https://payiza.co/uploads/PAYIZA_WHITEPAPER.pdf;https://www.linkedin.com/company/paiyza/;https://www.github.com/payizaexchange?tab=repositories;https://payiza.co/#?utm_source=icobench;3;6;NA;1
3098;PayPie;PPP;Canada;1;0;0;2017-10-15;2017-10-16;0.36770000000000003;2.6e+07;NA;NA;NA;NA;0;0;NA;NA;0;NA;NA;NA;NA;1;ETH;https://www.paypie.com/Content/files/PayPie-Whitepaper.pdf;NA;None;https://www.paypie.com/?utm_source=icobench;3.3;6;2036;1
3099;Pension Rewards;PCoin;Nigeria;1;0;0;2018-09-07;2019-12-09;2.7099999999999999E-2;NA;0.7;NA;1.75e+08;No;0;0;USA, China;0.1 ETH;1;Available;NA;NA;NA;0;ETH;https://pensionrewards.com/PensionRewardsCoin-WhitePaper.pdf;https://www.linkedin.com/company/cravelancer/;None;0;2.4;NA;NA;1
3100;PerfectChain Network;PNN;Singapore;1;0;0;2018-06-12;2018-07-12;0.1;4E+06;0.7;NA;NA;No;0;0;USA;0.1 ETH;0;NA;NA;NA;NA;1;ETH;https://perfectchain.network/wp-content/themes/perfectChain/images/whitepaper.pdf;NA;https://www.github.com/perfectchain?tab=repositories;https://perfectchain.network?utm_source=icobench;3.4;9;NA;1
3101;Pibble;PIB;Singapore;1;0;0;2018-04-01;2018-04-15;2.5999999999999999E-3;21299632;0.3;NA;9E+09;Yes;1;0;China, USA, Canada, North Korea;NA;1;NA;2018-03-14;2018-03-26;NA;0;ETH;http://pibble.io/uploads/PIBBLE_Whitepaper_EN_1.2.pdf;https://www.linkedin.com/company/pibble/;https://www.github.com/Pibble-io?tab=repositories;http://pibble.io/?utm_source=icobench;3;14;3768;1
3102;PlayBets;PLT;Ukraine;1;0;0;2018-06-01;2018-06-30;7.2099999999999997E-2;240893;0.69;NA;2.07e+08;NA;0;0;NA;0.1 ETH;0;NA;2018-04-01;2018-04-30;4.7450874375E-2;1;ETH, BTC, BCH, LTC, KICK;https://playbets.io/files/PlayBets_White_Paper_eng.pdf;https://www.linkedin.com/company/playbets/;https://www.github.com/playbets?tab=repositories;https://playbets.io/?utm_source=icobench;3.5;9;NA;1
3103;PlayChip;PLA;Australia;1;0;0;2018-11-21;2018-11-20;0.01;NA;0.5;4E+09;3.75e+09;No;1;0;NA;1 USD;1;Available;2018-06-01;2018-10-31;0.01;0;BTC, ETH, Fiat;https://www.playchip.global/wp-content/uploads/2018/08/PlayChip-Technical-Whitepaper.pdf;https://www.linkedin.com/company/playchip-foundation/;https://www.github.com/TeamPlayUp?tab=repositories;https://www.playchip.global?utm_source=icobench;3.7;NA;3731;1
3104;Ponics Technologies;POT Token;Russia;1;0;0;2018-06-05;2018-08-01;9.2499999999999999E-2;NA;NA;NA;2E+08;No;0;0;NA;NA;1;Available;2018-05-21;2018-05-27;NA;0;ETH;https://ponics.tech/PonicsTech-WhiteBook.pdf;https://www.linkedin.com/company/ponicstech/;None;https://ponics.tech?utm_source=icobench;3;5;NA;1
3105;PopChest;POP;USA;1;0;0;2018-11-12;2018-11-30;2.5000000000000001E-3;NA;0.5;NA;8E+08;No;0;0;NA;NA;0;NA;2018-10-22;2018-11-12;5.0000000000000001E-3;0;ETH, BTC, Fiat;https://docs.google.com/document/d/15lq4EdEA5ipGaYgAkHpqpTAcWw-opcm9DP9WRCEL_uM/edit;https://www.linkedin.com/company/popnetwork/;https://www.github.com/popchest?tab=repositories;https://popchest.com/?utm_source=icobench;3;13;NA;1
3106;Publica;PBL;USA;1;0;0;2017-11-01;2017-11-16;0.1;1049209;0.51;NA;5.1e+08;NA;0;0;NA;NA;0;NA;2017-10-19;2017-10-31;NA;1;BTC, ETH;https://publica.io/publica_concept.pdf;https://www.linkedin.com/company/publica.io/;None;https://publica.io/?utm_source=icobench;3.4;24;2217;1
3107;PUBLIQ;PBQ;Switzerland;1;0;0;2017-11-15;2018-02-15;9.7000000000000003E-2;1253924;0.3;NA;1.5e+08;NA;0;0;NA;NA;0;NA;2017-11-05;2017-11-15;NA;1;BTC, ETH, Fiat;https://publiq.network/en/white-paper/;https://www.linkedin.com/company/publiq/;None;https://ito.publiq.network/en?utm_source=icobench;3.4;33;NA;0
3108;Pundi X;PXS;Indonesia;1;0;0;2018-01-21;2018-01-21;2.1;NA;NA;NA;NA;NA;0;0;NA;NA;1;NA;2017-10-07;2017-10-28;NA;1;ETH;https://pundix.com/pdf/PundiX_WhitePaper_EN_FinalVer1.pdf;https://www.linkedin.com/company/pundix/;None;https://pundix.com/?utm_source=icobench;3.9;4;2451;1
3109;Q-City;QCTN;South Korea;1;0;0;2018-12-24;2019-02-28;4.4999999999999998E-2;NA;0.78;NA;3.9e+08;No;0;0;NA;NA;1;Available;2018-03-11;2018-03-31;NA;0;NA;http://qcitycoin.org/img/qct_white_paper_En.pdf;NA;https://www.github.com/qcity?tab=repositories;http://qcitycoin.org/?utm_source=icobench;3;NA;NA;1
3110;QASH by Quoine;QASH;Singapore;1;0;0;2017-11-06;2017-11-08;0.30740000000000001;1.05e+08;0.5;NA;5E+08;NA;0;0;NA;NA;0;NA;NA;NA;NA;1;ETH;https://s3-ap-southeast-1.amazonaws.com/liquid-site/quoine-liquid_v1.4.pdf;https://www.linkedin.com/company/quoine/;None;https://liquid.plus/?utm_source=icobench;3.5;9;2213;1
3111;Qompass;QPS;Hong Kong;1;0;0;2018-04-05;2018-05-30;0.67300000000000004;2E+06;0.6;NA;2E+07;No;0;0;NA;NA;0;NA;NA;NA;NA;1;BTC, ETH;https://qompass.io/assets/docs/QompasswhitePaper.pdf;NA;None;https://qompass.io?utm_source=icobench;3;4;NA;1
3112;QWASDER;QWS;Switzerland;1;0;0;2018-03-20;2018-04-30;0.1719;5E+06;0.65;11473239712;1.3e+08;No;1;0;USA;0.25 to 1 ETH;1;NA;2018-02-16;2018-03-20;NA;0;ETH, BTC;https://qwasder.io/wp-content/themes/mxp_base_theme/mxp_theme/assets/qwasder_whitepaper_en.pdf;NA;None;https://qwasder.io?utm_source=icobench;3;8;NA;1
3113;RAcoin;RAC Token;Ukraine;1;0;0;2018-04-28;2018-05-28;5.5999999999999999E-3;18253225.781092;0.4;NA;8E+09;Yes;1;0;None;0.1 ETH;1;NA;NA;NA;NA;1;BTC, ETH;https://racoin.io/pdf/racoin_whitepaper_eng.pdf?ver=20180411;https://www.linkedin.com/company/racoin/;None;https://racoin.io/?utm_source=icobench;3;11;NA;1
3114;REALISTO;REA;Germany;1;0;0;2017-11-25;2017-12-25;2.4;1531146;0.87;NA;NA;NA;0;0;NA;"Pre-sale 5 ETH; ICO 0.01 ETH";0;NA;2017-11-17;2017-11-24;1.1079800399999999;1;ETH;https://realisto.io/files/papers/Whitepaper/REALISTO_Whitepaper_V1.2_EN.pdf;https://www.linkedin.com/company/custodi-io;https://www.github.com/realisto?tab=repositories;https://realisto.io/?utm_source=icobench;3.3;9;NA;1
3115;REGA;RST;Russia;1;0;0;2017-10-15;2017-12-25;73.39;2E+06;0.5;NA;1500001;NA;0;0;NA;NA;0;NA;2017-09-15;2017-10-14;NA;1;ETH;https://www.rega.life/regawhitepaper.pdf;https://www.linkedin.com/company/regarisk/;https://www.github.com/REGA-RS?tab=repositories;https://www.rega.life/?utm_source=icobench;3.5;7;NA;1
3116;Remechain;iRMC;Estonia;1;0;0;2018-01-25;2018-02-25;2.5848;NA;0.6652;NA;6E+06;NA;0;0;NA;NA;0;NA;2017-11-09;2018-01-11;NA;1;ETH;https://remechain.io/Whitepaper_eng.pdf;https://www.linkedin.com/company/remechain/;https://www.github.com/remechain?tab=repositories;https://remechain.io/?utm_source=icobench;3;9;NA;1
3117;REOS;REOS;Singapore;1;0;0;2018-10-15;2019-01-15;4.1999999999999997E-3;NA;0.5;NA;5E+09;No;1;0;USA, China, Canada, South Korea;0.1 ETH;1;NA;2018-04-27;2018-10-14;8.0691601599999999E-3;0;ETH, BTC;https://reos.me/wp-content/uploads/2018/04/REOS-Whitepaper_04082018.pdf;https://www.linkedin.com/company/reosplatform/;None;0;3;12;NA;1
3118;RETN;RETN;Seychelles;1;0;0;2017-12-07;2018-03-31;0.32800000000000001;NA;0.8;NA;8E+08;NA;0;0;NA;1 ETH;0;NA;2017-12-07;2017-12-30;0.36092787849149999;1;ETH, BTC, Fiat;https://www.dropbox.com/s/82umd9jvsu2a6ca/Retainly%20ICO%20Whitepaper-Final1.5.pdf?dl=0;http://www.linkedin.com/company/11348931/;https://www.github.com/RetainlyInc?tab=repositories;https://retainly.co/ico/?utm_source=icobench;3.3;NA;NA;1
3119;Revain;R;Russia;1;0;0;2017-08-21;2017-09-04;0.05;12513346;NA;263500000;7E+08;NA;0;0;NA;NA;0;NA;NA;NA;NA;1;BTC, ETH, LTC, DASH, XMR, ZEC, Various;https://revain.org/pdf/EN_white_paper.pdf;https://www.linkedin.com/company/revain/;https://www.github.com/Revain?tab=repositories;https://crowdsale.revain.org/?utm_source=icobench;3;2;2135;1
3120;RightMesh;RMESH;Switzerland;1;0;0;2018-05-30;2018-05-31;1;3E+07;NA;NA;38850000;Yes;1;0;NA;NA;0;NA;NA;NA;NA;0;ETH;https://www.rightmesh.io/whitepaper;https://www.linkedin.com/company/right-mesh/;https://www.github.com/rightmesh?tab=repositories;https://www.rightmesh.io/?utm_source=icobench;3.1;23;3014;1
